GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022200886,1610612743,Nuggets,DEN,Denver,240.000000:00,39,84,0.464,17,36,0.472,20,23,0.87,18,29,47,30,7,4,16,20,115,6.0
0022200886,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,43,90,0.478,6,26,0.231,17,20,0.85,13,28,41,24,10,2,10,21,109,-6.0
