GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022200647,1610612757,Trail Blazers,POR,Portland,240.000000:00,49,88,0.557,17,41,0.415,21,22,0.955,10,37,47,34,7,4,9,20,136,17.0
0022200647,1610612742,Mavericks,DAL,Dallas,240.000000:00,43,82,0.524,22,46,0.478,11,19,0.579,2,23,25,28,4,3,10,18,119,-17.0
