GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021300484,1610612740,Pelicans,NOP,New Orleans,240.000000:00,38,77,0.494,2,6,0.333,17,22,0.773,12,33,45,23,3,4,15,19,95,3.0
0021300484,1610612738,Celtics,BOS,Boston,240.000000:00,31,89,0.348,7,29,0.241,23,28,0.821,22,27,49,22,5,5,9,21,92,-3.0
