GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021301190,1610612755,76ers,PHI,Philadelphia,240.000000:00,41,93,0.441,5,25,0.2,18,26,0.692,11,29,40,18,8,1,9,30,105,-6.0
0021301190,1610612766,Bobcats,CHA,Charlotte,240.000000:00,39,72,0.542,7,19,0.368,26,41,0.634,9,32,41,23,3,9,14,22,111,6.0
