GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021301143,1610612753,Magic,ORL,Orlando,240.000000:00,43,79,0.544,9,17,0.529,5,9,0.556,13,27,40,29,7,4,22,23,100,8.0
0021301143,1610612750,Timberwolves,MIN,Minnesota,240.000000:00,36,77,0.468,1,14,0.071,19,28,0.679,8,22,30,26,11,6,13,10,92,-8.0
