GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022200403,1610612764,Wizards,WAS,Washington,240.000000:00,37,79,0.468,11,31,0.355,15,22,0.682,6,38,44,21,6,2,19,16,100,-12.0
0022200403,1610612751,Nets,BKN,Brooklyn,240.000000:00,44,89,0.494,8,27,0.296,16,18,0.889,7,34,41,25,8,7,11,20,112,12.0
