GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022200123,1610612764,Wizards,WAS,Washington,240.000000:00,30,83,0.361,8,34,0.235,18,22,0.818,7,32,39,18,4,3,13,15,86,-42.0
0022200123,1610612751,Nets,BKN,Brooklyn,240.000000:00,50,90,0.556,14,28,0.5,14,14,1.0,7,41,48,32,8,7,7,19,128,42.0
