GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021400889,1610612740,Pelicans,NOP,New Orleans,240.000000:00,35,74,0.473,10,21,0.476,13,16,0.813,10,27,37,19,4,4,13,18,93,-9.0
0021400889,1610612742,Mavericks,DAL,Dallas,240.000000:00,38,79,0.481,6,16,0.375,20,22,0.909,9,29,38,11,7,6,5,14,102,9.0
