GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021401055,1610612749,Bucks,MIL,Milwaukee,240.000000:00,36,87,0.414,4,17,0.235,13,17,0.765,20,33,53,25,8,9,20,23,89,1.0
0021401055,1610612748,Heat,MIA,Miami,240.000000:00,33,75,0.44,8,19,0.421,14,18,0.778,8,26,34,18,11,4,18,20,88,-1.0
