GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021401086,1610612757,Trail Blazers,POR,Portland,240.000000:00,36,89,0.404,7,26,0.269,8,18,0.444,15,39,54,15,4,4,13,18,87,6.0
0021401086,1610612756,Suns,PHX,Phoenix,240.000000:00,32,87,0.368,6,20,0.3,11,12,0.917,11,37,48,14,5,1,13,19,81,-6.0
