GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022301076,1610612749,MIL,Milwaukee,203114,Khris Middleton,Khris,F,,35.000000:48,9.0,10.0,0.9,3.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,1.0,3.0,21.0,0.0
0022301076,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,F,,37.000000:41,12.0,22.0,0.545,0.0,1.0,0.0,12.0,16.0,0.75,4.0,12.0,16.0,8.0,3.0,1.0,3.0,2.0,36.0,8.0
0022301076,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,C,,32.000000:50,3.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,13.0,10.0
0022301076,1610612749,MIL,Milwaukee,1627736,Malik Beasley,Malik,G,,35.000000:01,4.0,12.0,0.333,2.0,9.0,0.222,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,10.0,8.0
0022301076,1610612749,MIL,Milwaukee,201976,Patrick Beverley,Patrick,G,,36.000000:07,6.0,10.0,0.6,2.0,5.0,0.4,4.0,4.0,1.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,2.0,18.0,6.0
0022301076,1610612749,MIL,Milwaukee,1626171,Bobby Portis,Bobby,,,21.000000:19,6.0,10.0,0.6,0.0,2.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,13.0,2.0
0022301076,1610612749,MIL,Milwaukee,203109,Jae Crowder,Jae,,,13.000000:27,1.0,5.0,0.2,0.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0
0022301076,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,Pat,,,16.000000:20,1.0,3.0,0.333,0.0,2.0,0.0,2.0,4.0,0.5,1.0,2.0,3.0,4.0,0.0,0.0,1.0,3.0,4.0,3.0
0022301076,1610612749,MIL,Milwaukee,1631260,AJ Green,AJ,,,11.000000:27,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
0022301076,1610612749,MIL,Milwaukee,203648,Thanasis Antetokounmpo,Thanasis,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022301076,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022301076,1610612749,MIL,Milwaukee,201568,Danilo Gallinari,Danilo,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022301076,1610612749,MIL,Milwaukee,1641748,Andre Jackson Jr.,Andre,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022301076,1610612749,MIL,Milwaukee,1631157,Ryan Rollins,Ryan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022301076,1610612749,MIL,Milwaukee,1631102,TyTy Washington Jr.,TyTy,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022301076,1610612737,ATL,Atlanta,1630249,Vít Krejčí,Vít,F,,32.000000:12,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,8.0,-9.0
0022301076,1610612737,ATL,Atlanta,1629631,De'Andre Hunter,De'Andre,F,,34.000000:45,5.0,13.0,0.385,2.0,5.0,0.4,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,13.0,-11.0
0022301076,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,C,,26.000000:58,5.0,9.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,2.0,1.0,2.0,0.0,2.0,10.0,-6.0
0022301076,1610612737,ATL,Atlanta,203992,Bogdan Bogdanović,Bogdan,G,,37.000000:23,12.0,23.0,0.522,5.0,9.0,0.556,9.0,10.0,0.9,1.0,9.0,10.0,4.0,1.0,0.0,3.0,5.0,38.0,-1.0
0022301076,1610612737,ATL,Atlanta,1627749,Dejounte Murray,Dejounte,G,,42.000000:04,7.0,19.0,0.368,3.0,10.0,0.3,3.0,4.0,0.75,1.0,7.0,8.0,12.0,0.0,0.0,5.0,5.0,20.0,-10.0
0022301076,1610612737,ATL,Atlanta,1629726,Garrison Mathews,Garrison,,,17.000000:22,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,-6.0
0022301076,1610612737,ATL,Atlanta,1628981,Bruno Fernando,Bruno,,,21.000000:02,4.0,7.0,0.571,0.0,0.0,0.0,2.0,3.0,0.667,2.0,2.0,4.0,2.0,0.0,1.0,1.0,4.0,10.0,-3.0
