GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2022300352,1612709915,MNE,Maine,1630580,Joe Wieskamp,Joe,F,,26.000000:16,4.0,8.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,12.0,16.0
2022300352,1612709915,MNE,Maine,1641809,Drew Peterson,Drew,F,,39.000000:50,5.0,12.0,0.417,2.0,5.0,0.4,4.0,4.0,1.0,0.0,6.0,6.0,5.0,0.0,0.0,4.0,4.0,16.0,-5.0
2022300352,1612709915,MNE,Maine,1629674,Neemias Queta,Neemias,C,,17.000000:58,2.0,6.0,0.333,0.0,0.0,0.0,2.0,2.0,1.0,3.0,5.0,8.0,6.0,2.0,0.0,1.0,2.0,8.0,14.0
2022300352,1612709915,MNE,Maine,1641775,Jordan Walsh,Jordan,G,,34.000000:26,9.0,16.0,0.563,2.0,4.0,0.5,0.0,0.0,0.0,3.0,5.0,8.0,2.0,1.0,1.0,4.0,2.0,20.0,-2.0
2022300352,1612709915,MNE,Maine,1631120,JD Davison,JD,G,,32.000000:53,7.0,14.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,0.0,4.0,4.0,7.0,0.0,0.0,5.0,4.0,19.0,-5.0
2022300352,1612709915,MNE,Maine,1630569,DJ Steward,DJ,,,27.000000:58,9.0,12.0,0.75,2.0,4.0,0.5,4.0,5.0,0.8,1.0,3.0,4.0,3.0,1.0,0.0,2.0,2.0,25.0,2.0
2022300352,1612709915,MNE,Maine,1630283,Kylor Kelley,Kylor,,,19.000000:38,4.0,6.0,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,4.0,2.0,4.0,8.0,8.0
2022300352,1612709915,MNE,Maine,1641994,Brandon Slater,Brandon,,,17.000000:38,1.0,6.0,0.167,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,2.0,7.0
2022300352,1612709915,MNE,Maine,203503,Tony Snell,Tony,,,14.000000:13,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0
2022300352,1612709915,MNE,Maine,1630791,James Banks III,James,,,9.000000:10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,-10.0
2022300352,1612709915,MNE,Maine,1641992,Donald Carey,Donald,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
2022300352,1612709915,MNE,Maine,203816,Scotty Hopson,Scotty,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
2022300352,1612709915,MNE,Maine,1630318,Jordan Jackson,Jordan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
2022300352,1612709927,WIS,Wisconsin,203922,Glenn Robinson III,Glenn,F,,31.000000:43,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,3.0,7.0,10.0,3.0,1.0,0.0,1.0,1.0,7.0,1.0
2022300352,1612709927,WIS,Wisconsin,1641753,Chris Livingston,Chris,F,,37.000000:56,7.0,21.0,0.333,2.0,4.0,0.5,1.0,2.0,0.5,2.0,4.0,6.0,3.0,4.0,1.0,1.0,3.0,18.0,-17.0
2022300352,1612709927,WIS,Wisconsin,1629117,Wenyen Gabriel,Wenyen,C,,41.000000:15,9.0,13.0,0.692,3.0,3.0,1.0,1.0,3.0,0.333,5.0,7.0,12.0,2.0,4.0,4.0,3.0,4.0,23.0,-5.0
2022300352,1612709927,WIS,Wisconsin,1631157,Ryan Rollins,Ryan,G,,28.000000:20,4.0,13.0,0.308,2.0,5.0,0.4,1.0,2.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,11.0,-7.0
2022300352,1612709927,WIS,Wisconsin,1631102,TyTy Washington Jr.,TyTy,G,,31.000000:36,6.0,18.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,1.0,2.0,3.0,11.0,1.0,0.0,3.0,2.0,17.0,-2.0
2022300352,1612709927,WIS,Wisconsin,202719,Jeremy Tyler,Jeremy,,,14.000000:00,3.0,6.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,10.0,-1.0
2022300352,1612709927,WIS,Wisconsin,1630190,Elijah Hughes,Elijah,,,19.000000:16,4.0,9.0,0.444,1.0,4.0,0.25,1.0,3.0,0.333,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12.0,-14.0
2022300352,1612709927,WIS,Wisconsin,1641869,Malachi Smith,Malachi,,,19.000000:30,1.0,4.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,7.0
2022300352,1612709927,WIS,Wisconsin,1631231,James Akinjo,James,,,16.000000:24,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,-7.0
2022300352,1612709927,WIS,Wisconsin,1627737,Marquese Chriss,Marquese,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
2022300352,1612709927,WIS,Wisconsin,1642128,Kihei Clark,Kihei,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
2022300352,1612709927,WIS,Wisconsin,1631471,Sam Daniel,Sam,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
2022300352,1612709927,WIS,Wisconsin,1629808,Stephen Thompson,Stephen,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
