GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021400996,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,40,90,0.444,7,26,0.269,28,35,0.8,17,42,59,19,8,4,21,34,115,-4.0
0021400996,1610612742,Mavericks,DAL,Dallas,240.000000:00,42,89,0.472,10,25,0.4,25,35,0.714,8,29,37,27,9,2,12,27,119,4.0
