GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021400396,1610612745,Rockets,HOU,Houston,240.000000:00,34,86,0.395,15,43,0.349,14,18,0.778,15,28,43,27,8,4,16,25,97,-7.0
0021400396,1610612737,Hawks,ATL,Atlanta,240.000000:00,38,74,0.514,10,26,0.385,18,24,0.75,4,33,37,26,7,9,15,15,104,7.0
