GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021400255,1610612747,Lakers,LAL,Los Angeles,240.000000:00,39,81,0.481,10,17,0.588,18,24,0.75,12,35,47,25,9,6,14,26,106,10.0
0021400255,1610612765,Pistons,DET,Detroit,240.000000:00,33,90,0.367,6,21,0.286,24,31,0.774,16,33,49,20,6,5,14,16,96,-10.0
