GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021400294,1610612764,Wizards,WAS,Washington,240.000000:00,34,93,0.366,11,27,0.407,14,21,0.667,16,36,52,21,5,8,19,20,93,-8.0
0021400294,1610612738,Celtics,BOS,Boston,240.000000:00,36,88,0.409,8,17,0.471,21,26,0.808,9,40,49,20,10,7,15,21,101,8.0
