GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021401118,1610612749,Bucks,MIL,Milwaukee,240.000000:00,37,89,0.416,8,21,0.381,13,18,0.722,20,28,48,15,11,5,18,28,95,4.0
0021401118,1610612741,Bulls,CHI,Chicago,240.000000:00,31,74,0.419,5,26,0.192,24,37,0.649,12,28,40,18,11,3,20,21,91,-4.0
