GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021400618,1610612752,Knicks,NYK,New York,240.000000:00,38,78,0.487,10,23,0.435,13,17,0.765,9,25,34,22,2,8,4,14,99,7.0
0021400618,1610612740,Pelicans,NOP,New Orleans,240.000000:00,35,84,0.417,8,27,0.296,14,20,0.7,20,30,50,13,1,1,9,17,92,-7.0
