GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021400119,1610612761,Raptors,TOR,Toronto,240.000000:00,35,89,0.393,8,25,0.32,15,21,0.714,13,25,38,17,11,7,14,28,93,-7.0
0021400119,1610612741,Bulls,CHI,Chicago,240.000000:00,37,77,0.481,4,15,0.267,22,32,0.688,13,35,48,26,7,7,19,18,100,7.0
