Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
146.0,Aaron Wiggins,26.0,OKC,SG,8.0,2.0,19.9,4.4,8.5,0.515,1.3,3.1,0.4,3.1,5.4,0.581,0.588,0.6,0.6,1.0,1.1,3.0,4.1,1.5,1.1,0.3,0.8,1.3,10.6,
147.0,Brandon Boston Jr.,23.0,NOP,SG,6.0,2.0,23.5,3.8,8.0,0.479,1.2,3.2,0.368,2.7,4.8,0.552,0.552,1.7,2.0,0.833,0.8,1.7,2.5,3.0,1.0,0.3,0.8,1.3,10.5,
148.0,Jusuf NurkiÄ,30.0,PHO,C,8.0,8.0,24.4,3.3,7.0,0.464,0.9,2.8,0.318,2.4,4.3,0.559,0.527,3.1,4.4,0.714,1.5,9.1,10.6,1.5,0.6,0.9,3.5,3.1,10.5,
149.0,Jose Alvarado,26.0,NOP,PG,9.0,5.0,25.3,3.6,8.7,0.41,2.1,5.0,0.422,1.4,3.7,0.394,0.532,1.2,1.2,1.0,0.6,1.6,2.1,4.9,1.4,0.3,1.1,2.7,10.4,
150.0,Moses Moody,22.0,GSW,SG,8.0,4.0,17.3,3.5,6.9,0.509,2.1,4.4,0.486,1.4,2.5,0.55,0.664,1.3,1.8,0.714,0.8,1.5,2.3,1.3,0.5,0.1,1.0,1.3,10.4,
151.0,Carlton Carrington,19.0,WAS,PG,6.0,5.0,29.2,3.5,8.0,0.438,1.2,3.3,0.35,2.3,4.7,0.5,0.51,2.2,2.3,0.929,0.0,4.3,4.3,4.8,0.8,0.3,1.3,3.7,10.3,
152.0,Corey Kispert,25.0,WAS,SF,6.0,0.0,30.3,3.8,10.2,0.377,1.7,6.5,0.256,2.2,3.7,0.591,0.459,0.8,1.0,0.833,0.2,3.0,3.2,1.7,0.3,0.2,0.7,1.7,10.2,
153.0,Deni Avdija,24.0,POR,SF,9.0,9.0,27.0,3.1,8.7,0.359,0.7,3.3,0.2,2.4,5.3,0.458,0.397,3.1,3.9,0.8,1.4,4.7,6.1,3.1,1.1,0.9,2.1,1.8,10.0,
154.0,Malaki Branham,21.0,SAS,SG,9.0,0.0,16.3,3.4,6.6,0.525,1.4,2.8,0.52,2.0,3.8,0.529,0.636,1.7,2.0,0.833,0.0,1.9,1.9,1.1,0.6,0.2,1.4,0.6,10.0,
155.0,Jay Huff,26.0,MEM,C,9.0,0.0,15.3,3.6,5.9,0.604,2.0,3.8,0.529,1.6,2.1,0.737,0.774,0.9,0.9,1.0,0.6,2.1,2.7,1.0,0.2,1.2,0.6,1.4,10.0,
156.0,Davion Mitchell,26.0,TOR,PG,9.0,8.0,29.7,4.0,8.7,0.462,1.2,4.1,0.297,2.8,4.6,0.61,0.532,0.8,1.0,0.778,0.3,1.9,2.2,6.3,1.1,0.4,2.6,3.0,10.0,
157.0,Clint Capela,30.0,ATL,C,9.0,9.0,22.9,4.3,5.9,0.736,0.0,0.0,,4.3,5.9,0.736,0.736,1.2,1.6,0.786,1.7,4.8,6.4,1.0,0.4,0.7,1.0,2.1,9.9,
158.0,Ayo Dosunmu,25.0,CHI,SG,9.0,3.0,28.1,3.9,9.9,0.393,0.9,4.8,0.186,3.0,5.1,0.587,0.438,1.2,1.3,0.917,0.9,4.2,5.1,4.0,0.1,0.4,1.3,2.4,9.9,
159.0,Jaden McDaniels,24.0,MIN,PF,8.0,8.0,27.9,3.9,8.3,0.47,1.1,3.6,0.31,2.8,4.6,0.595,0.538,1.0,1.3,0.8,1.0,1.4,2.4,1.5,0.5,1.1,1.1,3.1,9.9,
160.0,Obi Toppin,26.0,IND,PF,8.0,0.0,20.8,3.8,6.8,0.556,1.0,2.8,0.364,2.8,4.0,0.688,0.63,1.4,1.6,0.846,1.0,2.3,3.3,1.6,0.5,0.3,0.9,1.5,9.9,
161.0,T.J. McConnell,32.0,IND,PG,8.0,0.0,17.4,4.8,7.8,0.613,0.1,0.4,0.333,4.6,7.4,0.627,0.621,0.1,0.3,0.5,0.4,1.8,2.1,4.1,0.9,0.1,1.9,0.6,9.8,
162.0,Alex Sarr,19.0,WAS,PF,6.0,6.0,25.2,3.5,9.7,0.362,1.0,4.8,0.207,2.5,4.8,0.517,0.414,1.8,2.3,0.786,1.8,5.2,7.0,1.7,0.5,2.8,0.7,2.7,9.8,
163.0,Amen Thompson,22.0,HOU,SF,8.0,0.0,24.3,3.8,6.9,0.545,0.3,1.1,0.222,3.5,5.8,0.609,0.564,2.0,2.9,0.696,1.6,4.3,5.9,2.1,0.8,0.4,1.8,2.3,9.8,
164.0,Harrison Barnes,32.0,SAS,SF,9.0,9.0,28.7,3.6,7.1,0.5,1.0,3.1,0.321,2.6,4.0,0.639,0.57,1.6,1.9,0.824,1.8,1.9,3.7,1.4,0.3,0.2,0.8,0.6,9.7,
165.0,Nic Claxton,25.0,BRK,C,7.0,1.0,22.4,4.3,6.1,0.698,0.0,0.0,,4.3,6.1,0.698,0.698,1.0,2.9,0.35,2.0,5.3,7.3,2.3,0.9,1.1,0.9,3.4,9.6,
166.0,Ty Jerome,27.0,CLE,SG,9.0,0.0,15.2,3.4,5.9,0.585,0.9,1.7,0.533,2.6,4.2,0.605,0.66,1.8,2.2,0.8,0.4,1.7,2.1,3.1,1.4,0.0,0.7,0.7,9.6,
167.0,Brook Lopez,36.0,MIL,C,8.0,8.0,31.5,3.5,9.1,0.384,1.4,5.1,0.268,2.1,4.0,0.531,0.459,1.3,1.6,0.769,1.1,4.1,5.3,1.5,1.3,2.3,1.6,2.5,9.6,
168.0,Cody Martin,29.0,CHO,SF,8.0,3.0,23.9,3.5,7.3,0.483,1.4,3.6,0.379,2.1,3.6,0.586,0.578,1.3,1.5,0.833,1.1,3.1,4.3,1.5,0.8,0.5,0.8,2.3,9.6,
169.0,Grayson Allen,29.0,PHO,SG,6.0,0.0,19.3,2.8,7.5,0.378,2.0,5.5,0.364,0.8,2.0,0.417,0.511,1.8,2.0,0.917,0.5,1.8,2.3,1.0,0.8,0.7,0.7,1.3,9.5,
170.0,Walker Kessler,23.0,UTA,C,8.0,8.0,27.4,4.0,5.9,0.681,0.0,0.0,,4.0,5.9,0.681,0.681,1.5,2.6,0.571,4.0,7.4,11.4,1.1,0.5,3.0,1.6,2.4,9.5,
171.0,Royce O'Neale,31.0,PHO,SF,8.0,0.0,25.1,3.3,6.8,0.481,2.0,4.3,0.471,1.3,2.5,0.5,0.63,1.0,1.0,1.0,1.6,5.0,6.6,2.4,0.8,1.0,1.0,2.4,9.5,
172.0,Jaime Jaquez Jr.,23.0,MIA,SF,5.0,0.0,25.0,3.4,9.0,0.378,1.2,2.4,0.5,2.2,6.6,0.333,0.444,1.4,2.6,0.538,2.4,5.2,7.6,2.4,0.8,0.0,1.8,2.4,9.4,
173.0,Julian Strawther,22.0,DEN,SG,8.0,0.0,20.8,3.4,7.0,0.482,1.4,3.5,0.393,2.0,3.5,0.571,0.58,1.3,1.6,0.769,0.6,1.6,2.3,1.8,1.1,0.1,1.1,3.3,9.4,
174.0,P.J. Washington,26.0,DAL,PF,7.0,7.0,32.6,4.0,9.4,0.424,1.0,4.4,0.226,3.0,5.0,0.6,0.477,0.4,1.1,0.375,1.7,6.0,7.7,1.4,1.6,1.3,1.1,2.6,9.4,
175.0,Trayce Jackson-Davis,24.0,GSW,PF,8.0,8.0,18.4,4.3,5.9,0.723,0.0,0.0,,4.3,5.9,0.723,0.723,0.8,1.1,0.667,0.9,3.6,4.5,2.4,0.1,0.5,0.5,1.3,9.3,
176.0,Dereck Lively II,20.0,DAL,C,6.0,0.0,23.0,4.0,5.7,0.706,0.0,0.0,,4.0,5.7,0.706,0.706,1.3,2.3,0.571,3.3,4.8,8.2,2.5,0.8,0.8,1.2,3.7,9.3,
177.0,Brandin Podziemski,21.0,GSW,SG,7.0,3.0,28.1,4.0,10.6,0.378,0.9,4.7,0.182,3.1,5.9,0.537,0.419,0.4,0.9,0.5,1.3,4.0,5.3,4.0,0.7,0.6,1.9,2.7,9.3,
178.0,Ziaire Williams,23.0,BRK,SF,8.0,0.0,19.5,3.6,6.9,0.527,1.1,2.9,0.391,2.5,4.0,0.625,0.609,0.9,1.1,0.778,1.0,2.1,3.1,1.3,1.1,0.4,0.9,2.8,9.3,
179.0,Aaron Nesmith,25.0,IND,SF,6.0,6.0,22.7,3.2,6.0,0.528,1.0,1.8,0.545,2.2,4.2,0.52,0.611,1.8,2.2,0.846,0.7,3.3,4.0,1.0,0.7,0.3,0.8,4.0,9.2,
180.0,Toumani Camara,24.0,POR,PF,9.0,9.0,31.0,3.4,7.8,0.443,1.4,3.3,0.433,2.0,4.4,0.45,0.536,0.8,1.2,0.636,2.4,2.6,5.0,2.4,1.7,0.3,1.0,3.1,9.1,
181.0,Isaiah Joe,25.0,OKC,SG,8.0,3.0,20.4,3.1,7.5,0.417,2.5,6.1,0.408,0.6,1.4,0.455,0.583,0.4,0.6,0.6,0.9,1.8,2.6,1.5,0.6,0.0,0.4,1.6,9.1,
182.0,David Roddy,23.0,ATL,PF,7.0,1.0,23.4,3.1,5.7,0.55,1.1,2.7,0.421,2.0,3.0,0.667,0.65,1.6,1.9,0.846,0.6,4.3,4.9,2.1,0.7,0.3,1.1,1.1,9.0,
183.0,Amir Coffey,27.0,LAC,SG,8.0,0.0,22.1,3.3,5.5,0.591,1.5,2.5,0.6,1.8,3.0,0.583,0.727,0.9,1.3,0.7,0.6,1.8,2.4,0.6,0.6,0.0,0.5,1.5,8.9,
184.0,Draymond Green,34.0,GSW,PF,8.0,8.0,27.5,2.6,5.9,0.447,1.3,2.9,0.435,1.4,3.0,0.458,0.553,2.4,3.4,0.704,1.1,4.5,5.6,4.3,0.8,1.3,1.9,3.5,8.9,
185.0,Tyus Jones,28.0,PHO,PG,8.0,8.0,31.5,3.5,7.9,0.444,1.4,4.0,0.344,2.1,3.9,0.548,0.532,0.5,0.5,1.0,0.6,2.6,3.3,6.8,1.0,0.3,1.0,0.9,8.9,
186.0,Jalen Smith,24.0,CHI,PF,8.0,0.0,14.4,3.0,6.4,0.471,1.5,3.6,0.414,1.5,2.8,0.545,0.588,1.3,1.9,0.667,1.6,3.6,5.3,0.4,0.6,0.3,0.5,2.4,8.8,
187.0,Mike Conley,37.0,MIN,PG,8.0,8.0,24.0,2.5,7.4,0.339,1.9,5.1,0.366,0.6,2.3,0.278,0.466,1.8,1.9,0.933,0.9,2.0,2.9,5.1,1.1,0.4,1.1,2.0,8.6,
188.0,Andre Drummond,31.0,PHI,C,7.0,7.0,27.0,3.3,6.9,0.479,0.1,0.6,0.25,3.1,6.3,0.5,0.49,1.9,3.3,0.565,3.7,6.9,10.6,0.6,1.6,0.6,2.6,3.6,8.6,
189.0,Grant Williams,26.0,CHO,PF,8.0,1.0,26.0,2.8,6.4,0.431,1.9,4.8,0.395,0.9,1.6,0.538,0.578,1.3,1.5,0.833,0.9,3.1,4.0,2.6,1.3,0.4,1.6,3.1,8.6,
190.0,Jalen Wilson,24.0,BRK,PF,8.0,0.0,22.8,2.9,6.3,0.46,0.9,3.4,0.259,2.0,2.9,0.696,0.53,2.0,2.4,0.842,1.0,2.6,3.6,2.3,0.4,0.0,0.9,2.1,8.6,
191.0,Kyle Lowry,38.0,PHI,PG,7.0,4.0,22.7,2.6,4.9,0.529,2.1,4.0,0.536,0.4,0.9,0.5,0.75,1.1,1.6,0.727,0.6,1.7,2.3,3.4,1.4,0.3,0.9,2.0,8.4,
192.0,Patrick Williams,23.0,CHI,PF,9.0,9.0,27.9,2.9,8.4,0.342,1.7,4.4,0.375,1.2,4.0,0.306,0.441,1.0,1.2,0.818,0.9,3.9,4.8,1.7,1.0,0.4,1.9,1.6,8.4,
193.0,Guerschon Yabusele,29.0,PHI,PF,7.0,0.0,19.7,3.0,6.4,0.467,1.6,4.1,0.379,1.4,2.3,0.625,0.589,0.9,1.1,0.75,1.6,2.3,3.9,2.3,1.0,0.4,1.6,3.3,8.4,
194.0,Wendell Carter Jr.,25.0,ORL,C,6.0,6.0,26.3,2.8,6.3,0.447,0.3,2.7,0.125,2.5,3.7,0.682,0.474,2.3,3.0,0.778,2.0,6.8,8.8,2.2,1.3,0.3,0.5,2.3,8.3,
195.0,Larry Nance Jr.,32.0,ATL,PF,4.0,1.0,15.8,3.5,5.5,0.636,1.3,2.3,0.556,2.3,3.3,0.692,0.75,0.0,0.0,,1.8,1.3,3.0,1.0,0.8,0.3,1.0,1.0,8.3,
196.0,Al Horford,38.0,BOS,C,8.0,8.0,25.5,3.0,5.9,0.511,1.9,3.9,0.484,1.1,2.0,0.563,0.67,0.3,0.3,1.0,1.1,3.9,5.0,2.5,1.3,0.6,0.9,1.3,8.1,
197.0,Bogdan BogdanoviÄ,32.0,ATL,SG,1.0,0.0,28.0,2.0,6.0,0.333,2.0,6.0,0.333,0.0,0.0,,0.5,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,8.0,
198.0,Jalen Duren,21.0,DET,C,9.0,9.0,23.3,3.3,4.0,0.833,0.0,0.0,,3.3,4.0,0.833,0.833,1.3,2.3,0.571,3.2,6.4,9.7,2.4,0.3,1.2,1.8,3.0,8.0,
199.0,Jake LaRavia,23.0,MEM,PF,9.0,0.0,26.4,3.0,6.3,0.474,0.8,2.4,0.318,2.2,3.9,0.571,0.535,1.2,2.6,0.478,1.7,4.1,5.8,3.9,0.7,0.2,1.3,2.4,8.0,
200.0,Nickeil Alexander-Walker,26.0,MIN,SG,8.0,0.0,22.3,2.6,5.6,0.467,1.8,3.6,0.483,0.9,2.0,0.438,0.622,0.9,1.4,0.636,0.5,1.6,2.1,2.9,0.6,0.3,1.1,1.1,7.9,
201.0,Sam Merrill,28.0,CLE,SG,9.0,0.0,20.3,2.7,6.0,0.444,2.1,5.2,0.404,0.6,0.8,0.714,0.62,0.4,0.4,1.0,0.2,1.4,1.7,1.4,0.8,0.1,0.6,2.1,7.9,
202.0,Taurean Prince,30.0,MIL,PF,8.0,8.0,28.0,3.0,5.4,0.558,1.9,3.4,0.556,1.1,2.0,0.563,0.733,0.0,0.0,,0.9,3.8,4.6,1.8,1.0,0.1,0.6,2.3,7.9,
203.0,Kyshawn George,21.0,WAS,SG,6.0,3.0,27.3,2.8,9.0,0.315,1.3,6.5,0.205,1.5,2.5,0.6,0.389,0.7,1.0,0.667,0.7,3.5,4.2,2.7,1.0,1.3,1.0,4.2,7.7,
204.0,Tristan Da Silva,23.0,ORL,SF,5.0,3.0,22.8,2.8,6.4,0.438,1.2,2.8,0.429,1.6,3.6,0.444,0.531,0.8,1.0,0.8,0.6,2.0,2.6,1.8,0.0,0.2,0.6,1.6,7.6,
205.0,Kris Dunn,30.0,LAC,PG,8.0,0.0,21.5,3.0,5.4,0.558,1.3,2.8,0.455,1.8,2.6,0.667,0.674,0.3,0.8,0.333,1.0,3.1,4.1,2.6,1.1,0.3,1.1,2.9,7.5,
206.0,Sam Hauser,27.0,BOS,PF,6.0,0.0,19.3,2.8,7.0,0.405,1.8,5.5,0.333,1.0,1.5,0.667,0.536,0.0,0.0,,1.0,3.3,4.3,1.2,0.3,0.2,0.5,0.8,7.5,
207.0,Dalano Banton,25.0,POR,SF,7.0,0.0,8.9,2.7,4.6,0.594,0.7,1.6,0.455,2.0,3.0,0.667,0.672,1.3,2.3,0.563,0.3,0.7,1.0,1.6,0.7,0.3,0.7,0.6,7.4,
208.0,Nikola JoviÄ,21.0,MIA,PF,7.0,7.0,19.3,2.7,6.6,0.413,1.1,3.7,0.308,1.6,2.9,0.55,0.5,0.9,1.3,0.667,0.7,3.1,3.9,1.4,0.9,0.1,0.7,1.7,7.4,
209.0,Johnny Juzang,23.0,UTA,SG,5.0,0.0,16.4,2.2,5.0,0.44,1.6,3.8,0.421,0.6,1.2,0.5,0.6,1.4,1.4,1.0,0.4,0.8,1.2,0.8,0.8,0.2,0.6,2.0,7.4,
210.0,Anthony Black,21.0,ORL,PG,9.0,1.0,24.9,2.7,6.6,0.407,0.6,2.0,0.278,2.1,4.6,0.463,0.449,1.4,2.1,0.684,0.9,1.9,2.8,4.1,0.8,0.8,2.2,2.6,7.3,
211.0,Andrew Nembhard,25.0,IND,SG,7.0,7.0,26.7,2.9,7.4,0.385,0.4,1.9,0.231,2.4,5.6,0.436,0.413,1.1,1.4,0.8,0.1,1.9,2.0,4.7,0.9,0.0,1.4,2.1,7.3,
212.0,Gary Trent Jr.,26.0,MIL,SG,8.0,7.0,26.9,2.3,7.6,0.295,1.1,4.9,0.231,1.1,2.8,0.409,0.369,1.6,1.8,0.929,0.0,1.4,1.4,0.9,0.8,0.0,0.9,2.8,7.3,
213.0,Seth Curry,34.0,CHO,SG,7.0,4.0,21.4,2.6,5.7,0.45,1.6,3.3,0.478,1.0,2.4,0.412,0.588,0.4,0.7,0.6,1.3,1.4,2.7,0.9,0.6,0.1,0.4,2.1,7.1,
214.0,A.J. Green,25.0,MIL,SG,7.0,0.0,12.6,2.3,3.7,0.615,2.3,3.7,0.615,0.0,0.0,,0.923,0.3,0.3,1.0,0.0,1.1,1.1,0.9,0.3,0.0,0.4,0.1,7.1,
215.0,Eric Gordon,36.0,PHI,SG,7.0,1.0,21.1,2.1,5.3,0.405,1.0,3.0,0.333,1.1,2.3,0.5,0.5,1.7,2.3,0.75,0.3,0.6,0.9,1.4,0.1,0.3,1.0,1.0,7.0,
216.0,Isaiah Jackson,23.0,IND,PF,5.0,1.0,16.8,2.8,4.6,0.609,0.0,0.0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,
217.0,Pelle Larsson,23.0,MIA,SG,4.0,0.0,16.8,2.5,4.0,0.625,1.0,2.5,0.4,1.5,1.5,1.0,0.75,1.0,1.5,0.667,0.3,0.5,0.8,1.8,0.8,0.0,0.8,1.5,7.0,
218.0,Dean Wade,28.0,CLE,PF,7.0,7.0,23.9,2.4,5.9,0.415,1.6,4.7,0.333,0.9,1.1,0.75,0.549,0.4,1.1,0.375,0.6,3.9,4.4,1.9,1.3,0.0,0.3,2.1,6.9,
219.0,Cason Wallace,21.0,OKC,SG,8.0,3.0,24.9,3.0,7.3,0.414,0.8,2.9,0.261,2.3,4.4,0.514,0.466,0.1,0.1,1.0,0.5,2.8,3.3,1.5,1.6,0.5,0.8,2.0,6.9,
220.0,Kentavious Caldwell-Pope,31.0,ORL,SG,9.0,9.0,29.6,2.1,6.4,0.328,1.1,4.6,0.244,1.0,1.9,0.529,0.414,1.4,1.4,1.0,0.6,1.6,2.1,1.4,1.4,0.7,0.6,2.1,6.8,
221.0,Stephon Castle,20.0,SAS,PG,9.0,2.0,21.1,2.6,7.4,0.343,0.3,2.7,0.125,2.2,4.8,0.465,0.366,1.3,2.1,0.632,0.7,1.9,2.6,2.4,0.8,0.3,1.0,1.7,6.8,
222.0,Ryan Dunn,22.0,PHO,SF,8.0,2.0,15.9,2.5,5.5,0.455,1.6,4.1,0.394,0.9,1.4,0.636,0.602,0.1,0.3,0.5,0.4,1.9,2.3,0.9,0.4,0.3,0.4,2.4,6.8,
223.0,Herbert Jones,26.0,NOP,SF,4.0,4.0,28.3,3.0,6.3,0.48,0.5,2.8,0.182,2.5,3.5,0.714,0.52,0.3,0.5,0.5,1.0,1.5,2.5,1.0,1.8,0.3,1.3,2.3,6.8,
224.0,Dalton Knecht,23.0,LAL,SF,8.0,1.0,17.3,2.4,5.6,0.422,1.3,3.9,0.323,1.1,1.8,0.643,0.533,0.8,0.8,1.0,0.5,1.1,1.6,1.1,0.4,0.0,0.6,1.3,6.8,
225.0,Neemias Queta,25.0,BOS,C,8.0,2.0,15.6,3.0,4.8,0.632,0.0,0.1,0.0,3.0,4.6,0.649,0.632,0.8,1.0,0.75,2.4,2.6,5.0,0.4,0.1,0.5,0.5,1.8,6.8,
226.0,Ben Sheppard,23.0,IND,SG,8.0,0.0,17.1,2.5,4.6,0.541,1.8,3.5,0.5,0.8,1.1,0.667,0.73,0.0,0.0,,0.5,1.4,1.9,0.9,0.1,0.3,0.4,2.0,6.8,
227.0,Jared McCain,20.0,PHI,PG,7.0,0.0,11.3,2.6,5.6,0.462,0.4,1.7,0.25,2.1,3.9,0.556,0.5,1.1,1.1,1.0,0.6,1.4,2.0,1.3,0.3,0.0,0.4,0.4,6.7,
228.0,Jonathan Mogbo,23.0,TOR,PF,9.0,1.0,17.7,2.2,4.4,0.5,0.1,0.7,0.167,2.1,3.8,0.559,0.513,2.0,2.9,0.692,2.7,2.0,4.7,2.0,1.1,0.7,1.0,2.7,6.6,
229.0,Kevin Porter Jr.,24.0,LAC,SG,8.0,0.0,15.9,2.9,8.6,0.333,0.3,2.5,0.1,2.6,6.1,0.429,0.348,0.5,0.8,0.667,0.9,3.0,3.9,2.9,0.8,0.1,2.4,1.3,6.5,
230.0,Duncan Robinson,30.0,MIA,SF,6.0,0.0,15.5,2.3,7.2,0.326,1.8,5.2,0.355,0.5,2.0,0.25,0.453,0.0,0.0,,0.0,1.3,1.3,0.8,0.0,0.5,0.3,1.2,6.5,
231.0,Peyton Watson,22.0,DEN,SG,8.0,1.0,20.0,2.0,6.4,0.314,0.4,2.0,0.188,1.6,4.4,0.371,0.343,2.1,2.9,0.739,1.0,1.6,2.6,1.0,1.0,1.0,0.8,2.3,6.5,
232.0,Jamison Battle,23.0,TOR,SF,8.0,0.0,15.0,2.1,5.1,0.415,1.4,3.8,0.367,0.8,1.4,0.545,0.549,0.8,1.0,0.75,1.0,1.9,2.9,0.9,0.0,0.3,0.3,2.1,6.4,
233.0,Keon Ellis,25.0,SAC,SG,7.0,1.0,20.1,2.1,4.1,0.517,0.9,2.4,0.353,1.3,1.7,0.75,0.621,1.3,1.6,0.818,1.3,1.0,2.3,1.1,1.7,1.0,0.4,2.3,6.4,
234.0,Haywood Highsmith,28.0,MIA,SF,5.0,0.0,18.2,2.6,4.4,0.591,0.6,1.8,0.333,2.0,2.6,0.769,0.659,0.6,0.8,0.75,0.8,3.0,3.8,0.6,1.2,0.4,0.2,1.4,6.4,
235.0,Jock Landale,29.0,HOU,C,5.0,0.0,10.8,2.6,4.8,0.542,0.6,0.6,1.0,2.0,4.2,0.476,0.604,0.6,0.8,0.75,1.8,1.2,3.0,0.6,0.2,0.0,0.4,0.8,6.4,
236.0,Jamal Shead,22.0,TOR,PG,9.0,0.0,18.1,2.4,6.1,0.4,0.6,2.0,0.278,1.9,4.1,0.459,0.445,1.0,1.1,0.9,0.1,1.0,1.1,4.4,0.4,0.2,1.7,2.2,6.4,
237.0,De'Anthony Melton,26.0,GSW,PG,3.0,0.0,16.7,2.3,6.7,0.35,1.3,5.0,0.267,1.0,1.7,0.6,0.45,0.3,0.7,0.5,0.3,1.0,1.3,2.7,1.0,0.7,1.0,3.3,6.3,
238.0,Alec Burks,33.0,MIA,SG,5.0,0.0,18.2,2.0,4.0,0.5,1.8,2.8,0.643,0.2,1.2,0.167,0.725,0.4,0.4,1.0,0.4,1.2,1.6,1.8,0.6,0.2,0.2,0.4,6.2,
239.0,Josh Green,24.0,CHO,SG,6.0,5.0,22.3,2.2,5.2,0.419,1.7,3.3,0.5,0.5,1.8,0.273,0.581,0.2,0.5,0.333,0.5,0.8,1.3,1.2,0.5,0.5,0.3,3.2,6.2,
240.0,Ron Holland,19.0,DET,SF,9.0,0.0,14.6,2.6,5.2,0.489,0.3,2.1,0.158,2.2,3.1,0.714,0.521,0.8,0.8,1.0,0.3,2.6,2.9,0.4,0.6,0.1,0.7,1.6,6.2,
241.0,Yves Missi,20.0,NOP,C,9.0,4.0,21.9,2.4,5.3,0.458,0.0,0.0,,2.4,5.3,0.458,0.458,1.3,2.1,0.632,2.8,3.1,5.9,1.7,0.4,1.6,0.7,1.4,6.2,
242.0,Noah Clowney,20.0,BRK,PF,7.0,1.0,16.1,2.0,6.3,0.318,1.0,3.4,0.292,1.0,2.9,0.35,0.398,1.1,1.4,0.8,1.1,2.1,3.3,0.4,0.3,0.6,0.4,2.1,6.1,
243.0,Georges Niang,31.0,CLE,PF,9.0,0.0,19.4,2.3,5.4,0.429,1.3,4.0,0.333,1.0,1.4,0.692,0.551,0.1,0.2,0.5,0.6,2.9,3.4,1.3,0.4,0.2,0.8,2.3,6.1,
244.0,Keaton Wallace,25.0,ATL,PG,7.0,0.0,15.0,2.3,4.6,0.5,1.0,2.1,0.467,1.3,2.4,0.529,0.609,0.6,0.6,1.0,0.1,1.4,1.6,1.1,1.1,0.4,0.9,1.0,6.1,
245.0,Cam Whitmore,20.0,HOU,SF,7.0,0.0,10.6,2.4,6.3,0.386,0.1,2.6,0.056,2.3,3.7,0.615,0.398,1.1,1.7,0.667,0.6,1.0,1.6,0.4,0.1,0.1,0.4,1.1,6.1,
246.0,Zach Collins,27.0,SAS,PF,9.0,0.0,13.9,1.9,4.1,0.459,0.8,1.8,0.438,1.1,2.3,0.476,0.554,1.4,1.6,0.929,1.2,2.0,3.2,1.9,0.7,0.2,1.0,2.0,6.0,
247.0,Luke Kennard,28.0,MEM,SG,1.0,0.0,18.0,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.625,1.0,2.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,6.0,
248.0,Naji Marshall,27.0,DAL,SF,8.0,1.0,20.8,2.5,5.3,0.476,0.3,1.5,0.167,2.3,3.8,0.6,0.5,0.8,0.8,1.0,0.5,2.8,3.3,3.4,1.1,0.1,0.6,1.1,6.0,
249.0,Svi Mykhailiuk,27.0,UTA,SF,1.0,0.0,15.0,2.0,6.0,0.333,2.0,5.0,0.4,0.0,1.0,0.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,6.0,
250.0,Paul Reed,25.0,DET,PF,3.0,0.0,8.7,2.7,3.7,0.727,0.0,0.3,0.0,2.7,3.3,0.8,0.727,0.7,1.0,0.667,0.7,1.0,1.7,0.7,1.0,1.0,1.0,1.3,6.0,
251.0,James Wiseman,23.0,IND,C,1.0,0.0,5.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,
252.0,Kyle Anderson,31.0,GSW,SF,8.0,0.0,16.5,2.0,5.5,0.364,0.8,2.5,0.3,1.3,3.0,0.417,0.432,1.0,1.5,0.667,1.0,2.6,3.6,2.4,1.3,0.8,0.4,0.8,5.8,
253.0,Brice Sensabaugh,21.0,UTA,SF,8.0,0.0,12.9,1.9,4.1,0.455,1.0,2.6,0.381,0.9,1.5,0.583,0.576,1.0,1.1,0.889,0.6,1.3,1.9,0.5,0.4,0.0,1.3,0.4,5.8,
254.0,Ben Simmons,28.0,BRK,PG,6.0,6.0,24.3,2.7,4.3,0.615,0.0,0.0,,2.7,4.3,0.615,0.615,0.5,0.7,0.75,1.0,5.0,6.0,6.2,0.7,0.7,3.3,4.0,5.8,
255.0,Jared Butler,24.0,WAS,SG,5.0,0.0,8.8,2.2,3.8,0.579,0.2,0.6,0.333,2.0,3.2,0.625,0.605,1.0,1.4,0.714,0.0,0.6,0.6,2.4,0.6,0.2,0.4,0.4,5.6,
256.0,Simone Fontecchio,29.0,DET,SF,9.0,0.0,18.8,1.7,4.9,0.341,1.0,3.2,0.31,0.7,1.7,0.4,0.443,1.2,1.6,0.786,0.9,2.7,3.6,0.6,0.1,0.1,0.6,1.2,5.6,
