GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021300489,1610612740,Pelicans,NOP,New Orleans,240.000000:00,31,68,0.456,3,9,0.333,17,26,0.654,5,28,33,15,9,6,17,18,82,-17.0
0021300489,1610612754,Pacers,IND,Indiana,240.000000:00,39,83,0.47,7,22,0.318,14,19,0.737,14,31,45,20,5,9,15,23,99,17.0
