RK,NAME,TEAM,SALARY,YEAR,Pos
1,Kobe Bryant,Los Angeles Lakers,24806250,2011,SF
2,Rashard Lewis,Washington Wizards,19573711,2011,PF
3,Tim Duncan,San Antonio Spurs,18835381,2011,C
4,Kevin Garnett,Boston Celtics,18832044,2011,PF
5,Michael Redd,Milwaukee Bucks,18300000,2011,SG
6,Pau Gasol,Los Angeles Lakers,17823000,2011,PF
7,Andrei Kirilenko,Utah Jazz,17823000,2011,SF
8,Gilbert Arenas,Orlando Magic,17730694,2011,PG
9,Yao Ming,Houston Rockets,17686100,2011,C
10,Zach Randolph,Memphis Grizzlies,17666666,2011,F
11,Vince Carter,Phoenix Suns,17522375,2011,G
12,Dirk Nowitzki,Dallas Mavericks,17278618,2011,F
13,Carmelo Anthony,New York Knicks,17149243,2011,PF
14,Dwight Howard,Orlando Magic,16647180,2011,C
15,Kenyon Martin,Denver Nuggets,16545454,2011,F
16,Amar'e Stoudemire,New York Knicks,16486611,2011,C
17,Joe Johnson,Atlanta Hawks,16324500,2011,G
18,Elton Brand,Philadelphia 76ers,15959099,2011,PF
19,Chris Paul,New Orleans Hornets,14940153,2011,PG
20,Deron Williams,New Jersey Nets,14940153,2011,PG
21,Chris Bosh,Miami Heat,14500000,2011,PF
22,LeBron James,Miami Heat,14500000,2011,SF
23,Jason Richardson,Orlando Magic,14444443,2011,SG
24,Carlos Boozer,Chicago Bulls,14400000,2011,PF
25,Dwyane Wade,Miami Heat,14200000,2011,G
26,Baron Davis,Cleveland Cavaliers,14000000,2011,PG
27,Paul Pierce,Boston Celtics,13876321,2011,SF
28,Andrew Bynum,Los Angeles Lakers,13700000,2011,C
29,Brandon Roy,Portland Trail Blazers,13603750,2011,SG
30,Rudy Gay,Memphis Grizzlies,13603750,2011,SF
31,Tony Parker,San Antonio Spurs,13500000,2011,G
32,Samuel Dalembert,Sacramento Kings,13428129,2011,C
33,Antawn Jamison,Cleveland Cavaliers,13358905,2011,PF
34,Nick Collison,Oklahoma City Thunder,13270000,2011,F
35,Chauncey Billups,New York Knicks,13150000,2011,PG
36,Al Jefferson,Utah Jazz,13000000,2011,C
37,Tyson Chandler,Dallas Mavericks,12600000,2011,C
38,Richard Hamilton,Detroit Pistons,12500000,2011,SG
39,Andre Iguodala,Philadelphia 76ers,12345250,2011,F
40,Manu Ginobili,San Antonio Spurs,11854584,2011,G
41,Chris Kaman,LA Clippers,11800000,2011,C
42,Marcus Camby,Portland Trail Blazers,11749832,2011,C
43,Josh Smith,Atlanta Hawks,11700000,2011,PF
44,Eddy Curry,Dallas Mavericks,11530592,2011,NA
45,Emeka Okafor,New Orleans Hornets,11495000,2011,C
46,Nene Hilario,Denver Nuggets,11360000,2011,C
47,Luol Deng,Chicago Bulls,11345000,2011,F
48,LaMarcus Aldridge,Portland Trail Blazers,11244000,2011,C
49,Tayshaun Prince,Detroit Pistons,11148760,2011,SF
50,Monta Ellis,Golden State Warriors,11000000,2011,SG
51,Andrew Bogut,Milwaukee Bucks,11000000,2011,C
52,Danny Granger,Indiana Pacers,10973202,2011,SF
53,David Lee,Golden State Warriors,10800000,2011,PF
54,Jamal Crawford,Atlanta Hawks,10800000,2011,G
55,Ben Gordon,Detroit Pistons,10800000,2011,SG
56,Kevin Martin,Houston Rockets,10600005,2011,SG
57,Mike Dunleavy,Indiana Pacers,10561984,2011,SG
58,Caron Butler,Dallas Mavericks,10561960,2011,SF
59,Gerald Wallace,Portland Trail Blazers,10500000,2011,SF
60,Steve Nash,Phoenix Suns,10310938,2011,PG
61,Hedo Turkoglu,Orlando Magic,10215850,2011,SF
62,Ray Allen,Boston Celtics,10000000,2011,SG
63,Mehmet Okur,Utah Jazz,9945000,2011,C
64,Jason Terry,Dallas Mavericks,9873000,2011,G
65,Corey Maggette,Milwaukee Bucks,9600000,2011,SF
66,Cuttino Mobley,LA Clippers,9500000,2011,SG
67,Mo Williams,LA Clippers,9300000,2011,PG
68,Kirk Hinrich,Atlanta Hawks,9100000,2011,SG
69,Rajon Rondo,Boston Celtics,9090911,2011,PG
70,Andris Biedrins,Golden State Warriors,9000000,2011,C
71,Boris Diaw,Charlotte Bobcats,9000000,2011,C
72,Jose Calderon,Toronto Raptors,9000000,2011,G
73,Devin Harris,Utah Jazz,8981000,2011,G
74,Jason Kidd,Dallas Mavericks,8610500,2011,PG
75,Andrea Bargnani,Toronto Raptors,8500000,2011,C
76,T.J. Ford,Indiana Pacers,8500000,2011,PG
77,Stephen Jackson,Charlotte Bobcats,8453250,2011,SF
78,Richard Jefferson,San Antonio Spurs,8400000,2011,F
79,David West,New Orleans Hornets,8287500,2011,F
80,Lamar Odom,Los Angeles Lakers,8200000,2011,PF
81,John Salmons,Milwaukee Bucks,8000000,2011,SF
82,Mark Blount,Miami Heat,7967375,2011,C
83,Jameer Nelson,Orlando Magic,7800000,2011,G
84,Luis Scola,Houston Rockets,7775378,2011,F
85,Joel Przybilla,Charlotte Bobcats,7725470,2011,C
86,Paul Millsap,Utah Jazz,7600000,2011,PF
87,Shane Battier,Memphis Grizzlies,7354500,2011,SF
88,Anderson Varejao,Cleveland Cavaliers,7281818,2011,C
89,Andre Miller,Portland Trail Blazers,7269264,2011,PG
90,Marvin Williams,Atlanta Hawks,7262500,2011,F
91,JJ Redick,Orlando Magic,7250000,2011,SG
92,Dan Gadzuric,New Jersey Nets,7248325,2011,C
93,James Posey,Indiana Pacers,7148800,2011,SF
94,Leandro Barbosa,Toronto Raptors,7100000,2011,G
95,Marko Jaric,Brooklyn Nets,7100000,2011,PG
96,Shawn Marion,Dallas Mavericks,7055500,2011,SG
97,Charlie Villanueva,Detroit Pistons,7020000,2011,PF
98,Raymond Felton,Denver Nuggets,7000000,2011,G
99,Travis Outlaw,New Jersey Nets,7000000,2011,SF
100,Brendan Haywood,Dallas Mavericks,6900000,2011,C
101,Nazr Mohammed,Oklahoma City Thunder,6883800,2011,C
102,Vladimir Radmanovic,Golden State Warriors,6883800,2011,SF
103,Andres Nocioni,Philadelphia 76ers,6850000,2011,SF
104,Greg Oden,Miami Heat,6760524,2011,C
105,JR Smith,Denver Nuggets,6757851,2011,G
106,Kendrick Perkins,Oklahoma City Thunder,6696720,2011,C
107,Morris Peterson,Oklahoma City Thunder,6665000,2011,SG
108,Jeff Foster,Indiana Pacers,6655000,2011,PF
109,Jason Kapono,Philadelphia 76ers,6641440,2011,SG
110,Tyrus Thomas,Charlotte Bobcats,6611570,2011,PF
111,Jerome James,Chicago Bulls,6600000,2011,C
112,Josh Childress,Phoenix Suns,6500000,2011,F
113,Beno Udrih,Sacramento Kings,6478600,2011,PG
114,DeSagana Diop,Charlotte Bobcats,6478600,2011,C
115,Mike James,Chicago Bulls,6466600,2011,PG
116,Rasheed Wallace,New York Knicks,6322320,2011,PF
117,Trevor Ariza,New Orleans Hornets,6322320,2011,SF
118,Metta World Peace,Los Angeles Lakers,6322320,2011,SF
119,Marcin Gortat,Phoenix Suns,6322320,2011,C
120,Kevin Durant,Oklahoma City Thunder,6053663,2011,PF
121,Andray Blatche,Washington Wizards,5904152,2011,C
122,Drew Gooden,Milwaukee Bucks,5765000,2011,PF
