RK,NAME,TEAM,SALARY,YEAR,Pos
70,Bojan Bogdanovic,Utah Jazz,17000000,2020,SF
71,Timofey Mozgov,Orlando Magic,16720000,2020,C
72,Gorgui Dieng,Memphis Grizzlies,16229213,2020,C
73,Ricky Rubio,Phoenix Suns,16200000,2020,PG
74,Jonas Valanciunas,Memphis Grizzlies,16000000,2020,C
75,Brandon Knight,Detroit Pistons,15643750,2020,PG
76,Eric Bledsoe,Milwaukee Bucks,15625000,2020,SG
77,Kelly Oubre Jr.,Phoenix Suns,15625000,2020,SG
78,Dennis Schroder,Oklahoma City Thunder,15500000,2020,PG
79,Ian Mahinmi,Washington Wizards,15450051,2020,C
80,James Johnson,Minnesota Timberwolves,15349400,2020,PF
81,Bobby Portis,New York Knicks,15000000,2020,F
82,Marcus Morris Sr.,LA Clippers,15000000,2020,F
83,Clint Capela,Houston Rockets,14896552,2020,C
84,Luke Babbitt,Miami Heat,14651700,2020,F
85,Danny Green,Los Angeles Lakers,14634146,2020,F
86,Rudy Gay,San Antonio Spurs,14500000,2020,SF
87,Cody Zeller,Charlotte Hornets,14471910,2020,C
88,Eric Gordon,Houston Rockets,14057730,2020,SG
89,Mason Plumlee,Denver Nuggets,14041096,2020,C
90,Marcin Gortat,LA Clippers,13565218,2020,C
91,JJ Redick,New Orleans Pelicans,13486300,2020,SG
92,Jordan Clarkson,Utah Jazz,13437500,2020,PG
93,Dewayne Dedmon,Atlanta Hawks,13333333,2020,C
94,Jusuf Nurkic,Portland Trail Blazers,13125000,2020,C
95,Justise Winslow,Miami Heat,13000000,2020,PF
96,Thaddeus Young,Chicago Bulls,12900000,2020,F
97,Will Barton,Denver Nuggets,12776786,2020,G
98,Courtney Lee,Dallas Mavericks,12759670,2020,G
99,Solomon Hill,Miami Heat,12758781,2020,SF
100,Larry Nance Jr.,Cleveland Cavaliers,12727273,2020,PF
101,Kelly Olynyk,Miami Heat,12667885,2020,PF
102,Marcus Smart,Boston Celtics,12553571,2020,PG
103,Miles Plumlee,Memphis Grizzlies,12500000,2020,C
104,Terrence Ross,Orlando Magic,12500000,2020,G
105,Nikola Mirotic,Milwaukee Bucks,12500000,2020,F
106,Patty Mills,San Antonio Spurs,12428571,2020,PG
107,Tyreke Evans,Indiana Pacers,12400000,2020,G
108,Patrick Beverley,LA Clippers,12345680,2020,PG
109,Trevor Ariza,Portland Trail Blazers,12195122,2020,SF
110,Brook Lopez,Milwaukee Bucks,12093023,2020,C
111,Cory Joseph,Sacramento Kings,12000000,2020,PG
112,Joe Ingles,Utah Jazz,11954546,2020,SG
113,Zach Randolph,Dallas Mavericks,11692308,2020,F
114,Tony Snell,Detroit Pistons,11392857,2020,SF
115,Robert Covington,Houston Rockets,11301219,2020,PF
116,Meyers Leonard,Miami Heat,11286516,2020,C
117,Omer Asik,Chicago Bulls,11286516,2020,C
118,Maurice Harkless,New York Knicks,11011234,2020,SF
119,T.J. Warren,Indiana Pacers,10810000,2020,SF
120,Andre Roberson,Oklahoma City Thunder,10740740,2020,F
121,Spencer Dinwiddie,Brooklyn Nets,10605600,2020,PG
122,Jeremy Lamb,Indiana Pacers,10500000,2020,SG
123,Dwight Powell,Dallas Mavericks,10259375,2020,C
124,Josh Richardson,Philadelphia 76ers,10116576,2020,SG
125,Norman Powell,Toronto Raptors,10116576,2020,G
126,Tomas Satoransky,Chicago Bulls,10000000,2020,SG
127,Darren Collison,Los Angeles Lakers,10000000,2020,PG
128,DeAndre Jordan,Brooklyn Nets,9881598,2020,C
129,Zion Williamson,New Orleans Pelicans,9757440,2020,PF
130,Markelle Fultz,Orlando Magic,9745200,2020,PG
131,John Henson,Detroit Pistons,9732396,2020,F
132,Matthew Dellavedova,Cleveland Cavaliers,9607500,2020,PG
133,Dante Exum,Cleveland Cavaliers,9600000,2020,G
134,Deandre Ayton,Phoenix Suns,9562920,2020,C
135,Delon Wright,Dallas Mavericks,9473684,2020,SG
136,Jerami Grant,Denver Nuggets,9346153,2020,SF
137,Fred VanVleet,Toronto Raptors,9346153,2020,PG
138,Tyus Jones,Memphis Grizzlies,9258000,2020,PG
139,Al-Farouq Aminu,Orlando Magic,9258000,2020,SF
140,George Hill,Milwaukee Bucks,9133907,2020,PG
141,Kyle Anderson,Memphis Grizzlies,9073050,2020,SF
142,Taj Gibson,New York Knicks,9000000,2020,F
143,Ja Morant,Memphis Grizzlies,8730240,2020,PG
144,Lonzo Ball,New Orleans Pelicans,8719320,2020,PG
145,E'Twaun Moore,New Orleans Pelicans,8664928,2020,G
146,Marvin Bagley III,Sacramento Kings,8556120,2020,PF
147,Bogdan Bogdanovic,Sacramento Kings,8529386,2020,SG
148,P.J. Tucker,Houston Rockets,8349039,2020,PF
149,CJ Miles,Washington Wizards,8333333,2020,G
150,Cristiano Felicio,Chicago Bulls,8156500,2020,PF
151,Ben Simmons,Philadelphia 76ers,8113930,2020,PG
152,Kentavious Caldwell-Pope,Los Angeles Lakers,8089282,2020,SG
153,Thomas Bryant,Washington Wizards,8000000,2020,C
154,Wayne Ellington,New York Knicks,8000000,2020,SG
155,Maxi Kleber,Dallas Mavericks,8000000,2020,PF
156,Lou Williams,LA Clippers,8000000,2020,SG
157,RJ Barrett,New York Knicks,7839960,2020,SG
158,Jayson Tatum,Boston Celtics,7830000,2020,SF
159,Jae Crowder,Miami Heat,7815533,2020,PF
160,Luka Doncic,Dallas Mavericks,7683360,2020,PG
161,Joe Harris,Brooklyn Nets,7666667,2020,SF
162,Darrell Arthur,Phoenix Suns,7464912,2020,F
163,Seth Curry,Dallas Mavericks,7461380,2020,SG
164,Langston Galloway,Detroit Pistons,7333333,2020,SG
165,Doug McDermott,Indiana Pacers,7333333,2020,SF
166,Derrick Rose,Detroit Pistons,7317073,2020,PG
167,Brandon Ingram,New Orleans Pelicans,7265485,2020,SF
168,D.J. Augustin,Orlando Magic,7250000,2020,G
169,Lance Thomas,Brooklyn Nets,7119650,2020,F
170,De'Andre Hunter,Atlanta Hawks,7068360,2020,SF
171,Josh Jackson,Memphis Grizzlies,7059480,2020,SG
172,Davis Bertans,Washington Wizards,7000000,2020,SF
173,Darius Miller,Oklahoma City Thunder,7000000,2020,SF
174,Ersan Ilyasova,Milwaukee Bucks,7000000,2020,PF
175,Jaren Jackson Jr.,Memphis Grizzlies,6927480,2020,PF
176,Nemanja Bjelica,Sacramento Kings,6825000,2020,PF
177,Jaylen Brown,Boston Celtics,6534829,2020,SG
178,Jabari Parker,Sacramento Kings,6500000,2020,PF
179,Ivica Zubac,LA Clippers,6481482,2020,C
180,Darius Garland,Cleveland Cavaliers,6400920,2020,PG
181,De'Aaron Fox,Sacramento Kings,6392760,2020,PG
182,Milos Teodosic,LA Clippers,6300000,2020,G
183,Trae Young,Atlanta Hawks,6273000,2020,PG
184,Wesley Johnson,Washington Wizards,6134520,2020,F
185,Ish Smith,Washington Wizards,6000000,2020,PG
186,Montrezl Harrell,LA Clippers,6000000,2020,C
187,Marco Belinelli,San Antonio Spurs,5846154,2020,G
188,Jarrett Culver,Minnesota Timberwolves,5813640,2020,G
189,Jonathan Isaac,Orlando Magic,5806440,2020,PF
190,Rodney Hood,Portland Trail Blazers,5718000,2020,SG
191,Jonathon Simmons,Washington Wizards,5700000,2020,G
192,Mo Bamba,Orlando Magic,5697600,2020,C
193,Trey Lyles,San Antonio Spurs,5500000,2020,PF
194,Alex Abrines,Oklahoma City Thunder,5455236,2020,G
195,Aron Baynes,Phoenix Suns,5453280,2020,C
196,Jason Smith,New Orleans Pelicans,5450000,2020,F
197,Kris Dunn,Chicago Bulls,5348007,2020,G
198,Coby White,Chicago Bulls,5307120,2020,PG
199,Lauri Markkanen,Chicago Bulls,5300400,2020,PF
200,Alexis Ajinca,LA Clippers,5285394,2020,C
201,Wendell Carter Jr.,Chicago Bulls,5201400,2020,C
202,Daniel Theis,Boston Celtics,5000000,2020,C
203,Dirk Nowitzki,Dallas Mavericks,5000000,2020,F
204,Kyle Singler,Oklahoma City Thunder,4996000,2020,F
205,Jaxson Hayes,New Orleans Pelicans,4862040,2020,C
206,Buddy Hield,Sacramento Kings,4861208,2020,SG
207,Frank Ntilikina,New York Knicks,4855800,2020,PG
208,Rodney McGruder,LA Clippers,4807693,2020,G
209,Garrett Temple,Brooklyn Nets,4767000,2020,SF
210,Richaun Holmes,Sacramento Kings,4767000,2020,F
211,Robin Lopez,Milwaukee Bucks,4767000,2020,C
212,Mike Scott,Philadelphia 76ers,4767000,2020,PF
213,Avery Bradley,Los Angeles Lakers,4767000,2020,PG
214,Frank Kaminsky,Phoenix Suns,4767000,2020,PF
215,JaMychal Green,LA Clippers,4767000,2020,F
216,Justin Holiday,Indiana Pacers,4767000,2020,SF
217,Ed Davis,Utah Jazz,4767000,2020,C
218,Enes Freedom,Boston Celtics,4767000,2020,C
219,Collin Sexton,Cleveland Cavaliers,4764960,2020,PG
220,Rui Hachimura,Washington Wizards,4469160,2020,PF
221,Kevon Looney,Golden State Warriors,4464226,2020,F
222,Dennis Smith Jr.,New York Knicks,4463640,2020,PG
223,Jamal Murray,Denver Nuggets,4444746,2020,PG
224,Kevin Knox II,New York Knicks,4380120,2020,SF
225,Luc Mbah a Moute,Houston Rockets,4320500,2020,F
226,Cam Reddish,Atlanta Hawks,4245720,2020,SF
227,Zach Collins,Portland Trail Blazers,4240200,2020,PF
228,Mikal Bridges,Phoenix Suns,4161000,2020,SF
229,Alex Len,Sacramento Kings,4160000,2020,C
230,Nicolo Melli,New Orleans Pelicans,4102564,2020,PF
231,Cameron Johnson,Phoenix Suns,4033440,2020,SF
232,Malik Monk,Charlotte Hornets,4028400,2020,SG
233,Patrick McCaw,Toronto Raptors,4000000,2020,SF
234,JaVale McGee,Los Angeles Lakers,4000000,2020,C
235,Dorian Finney-Smith,Dallas Mavericks,4000000,2020,PF
236,Reggie Bullock Jr.,New York Knicks,4000000,2020,SF
237,Shai Gilgeous-Alexander,Oklahoma City Thunder,3952920,2020,PG
238,P.J. Washington,Charlotte Hornets,3831840,2020,PF
239,Luke Kennard,Detroit Pistons,3827160,2020,SG
240,Miles Bridges,Charlotte Hornets,3755400,2020,SF
241,Jakob Poeltl,San Antonio Spurs,3754886,2020,C
242,Tyler Herro,Miami Heat,3640200,2020,PG
243,Donovan Mitchell,Utah Jazz,3635760,2020,SG
244,Stanley Johnson,Toronto Raptors,3623000,2020,SF
245,Jake Layman,Minnesota Timberwolves,3581986,2020,F
246,Thon Maker,Detroit Pistons,3569643,2020,F
247,Jerome Robinson,Washington Wizards,3567720,2020,SG
248,Allonzo Trier,New York Knicks,3551000,2020,G
249,Danuel House Jr.,Houston Rockets,3540000,2020,SF
250,Domantas Sabonis,Indiana Pacers,3529555,2020,PF
251,Michael Beasley,Brooklyn Nets,3500000,2020,F
252,T.J. McConnell,Indiana Pacers,3500000,2020,PG
253,Boban Marjanovic,Dallas Mavericks,3500000,2020,C
254,DeMarcus Cousins,Denver Nuggets,3500000,2020,C
255,Taurean Prince,Brooklyn Nets,3481986,2020,PF
256,Dario Saric,Phoenix Suns,3481986,2020,PF
257,Romeo Langford,Boston Celtics,3458400,2020,SG
258,Bam Adebayo,Miami Heat,3454080,2020,C
259,Michael Porter Jr.,Denver Nuggets,3389400,2020,SF
260,Denzel Valentine,Chicago Bulls,3377569,2020,G
261,Juancho Hernangomez,Minnesota Timberwolves,3321030,2020,PF
262,Sekou Doumbouya,Detroit Pistons,3285120,2020,SF
263,Justin Jackson,Dallas Mavericks,3280920,2020,F
264,Troy Brown Jr.,Washington Wizards,3219480,2020,SF
265,Yogi Ferrell,Sacramento Kings,3150000,2020,PG
266,Zhaire Smith,Philadelphia 76ers,3058800,2020,SG
267,Khem Birch,Orlando Magic,3000000,2020,C
268,Quinn Cook,Los Angeles Lakers,3000000,2020,PG
269,Ryan Arcidiacono,Chicago Bulls,3000000,2020,G
270,Nickeil Alexander-Walker,New Orleans Pelicans,2964840,2020,SG
271,D.J. Wilson,Milwaukee Bucks,2961120,2020,F
272,Cedi Osman,Cleveland Cavaliers,2907143,2020,SF
273,Donte DiVincenzo,Milwaukee Bucks,2905800,2020,SG
274,Bryn Forbes,San Antonio Spurs,2875000,2020,SG
275,Goga Bitadze,Indiana Pacers,2816760,2020,C
276,T.J. Leaf,Indiana Pacers,2813280,2020,PF
277,Alex Caruso,Los Angeles Lakers,2750000,2020,SG
278,Malik Beasley,Minnesota Timberwolves,2731714,2020,SG
279,Luka Samanic,San Antonio Spurs,2689920,2020,F
280,Lonnie Walker IV,San Antonio Spurs,2689920,2020,G
281,John Collins,Atlanta Hawks,2686560,2020,PF
282,Kevin Huerter,Atlanta Hawks,2636280,2020,SG
283,Caris LeVert,Brooklyn Nets,2625718,2020,SG
284,Marko Guduric,Memphis Grizzlies,2625000,2020,G
285,DeAndre' Bembry,Atlanta Hawks,2603982,2020,SG
286,Matisse Thybulle,Philadelphia 76ers,2582160,2020,SG
287,Harry Giles III,Sacramento Kings,2578800,2020,PF
288,Rajon Rondo,Los Angeles Lakers,2564753,2020,PG
289,Wesley Matthews,Milwaukee Bucks,2564753,2020,SG
290,Nene Hilario,Atlanta Hawks,2564753,2020,C
291,Josh Okogie,Minnesota Timberwolves,2530680,2020,SF
292,Manu Ginobili,San Antonio Spurs,2500000,2020,G
293,Rondae Hollis Jefferson,Toronto Raptors,2500000,2020,SF
294,Brandon Clarke,Memphis Grizzlies,2478840,2020,PF
295,Terrance Ferguson,Oklahoma City Thunder,2475840,2020,SF
296,Emeka Okafor,Philadelphia 76ers,2445085,2020,C
297,Kendrick Perkins,Cleveland Cavaliers,2445085,2020,C
298,Grayson Allen,Memphis Grizzlies,2429400,2020,SG
299,Grant Williams,Boston Celtics,2379840,2020,PF
300,Jarrett Allen,Brooklyn Nets,2376840,2020,C
301,Pascal Siakam,Toronto Raptors,2351839,2020,PF
302,Skal Labissiere,Portland Trail Blazers,2338847,2020,C
303,Chandler Hutchison,Chicago Bulls,2332320,2020,SF
304,Aaron Holiday,Indiana Pacers,2329200,2020,G
305,Dejounte Murray,San Antonio Spurs,2321735,2020,SG
306,Damian Jones,Atlanta Hawks,2305057,2020,C
307,Darius Bazley,Oklahoma City Thunder,2284800,2020,F
308,OG Anunoby,Toronto Raptors,2281800,2020,SF
309,Ante Zizic,Cleveland Cavaliers,2281800,2020,C
310,Luke Kornet,Chicago Bulls,2250000,2020,C
311,Brandon Jennings,Milwaukee Bucks,2222803,2020,G
312,Ty Jerome,Phoenix Suns,2193480,2020,SG
313,Willie Cauley-Stein,Dallas Mavericks,2177483,2020,C
314,Anfernee Simons,Portland Trail Blazers,2149560,2020,SG
315,Austin Rivers,Houston Rockets,2147317,2020,SG
316,Nassir Little,Portland Trail Blazers,2105520,2020,SF
317,Moritz Wagner,Washington Wizards,2063520,2020,C
318,Sean Kilpatrick,Chicago Bulls,2054856,2020,G
319,Dylan Windler,Atlanta Hawks,2035800,2020,G
320,Caleb Swanigan,Portland Trail Blazers,2033160,2020,F
321,Mike Muscala,Oklahoma City Thunder,2028594,2020,C
322,Ben McLemore,Houston Rockets,2028594,2020,SG
323,Edmond Sumner,Indiana Pacers,2000000,2020,PG
324,Torrey Craig,Denver Nuggets,2000000,2020,SF
325,Noah Vonleh,Denver Nuggets,2000000,2020,PF
326,Landry Shamet,LA Clippers,1995120,2020,SG
327,Mfiondu Kabengele,LA Clippers,1977000,2020,C
328,Kyle Kuzma,Los Angeles Lakers,1974600,2020,SF
329,Jordan Poole,Golden State Warriors,1964760,2020,SG
330,Tony Bradley,Utah Jazz,1962360,2020,C
331,Keldon Johnson,San Antonio Spurs,1950600,2020,SF
332,Derrick White,San Antonio Spurs,1948080,2020,PG
333,Robert Williams III,Boston Celtics,1937520,2020,C
334,Jacob Evans,Minnesota Timberwolves,1925880,2020,G
335,Omari Rasulala Spellman,Golden State Warriors,1897800,2020,F
336,James Ennis III,Orlando Magic,1882867,2020,F
337,Shabazz Napier,Washington Wizards,1845301,2020,G
338,DeAndre Liggins,Miami Heat,1795015,2020,G
339,Markieff Morris,Los Angeles Lakers,1750000,2020,PF
340,Cameron Payne,Phoenix Suns,1737145,2020,PG
341,Pat Connaughton,Milwaukee Bucks,1723050,2020,SG
342,Jahlil Okafor,New Orleans Pelicans,1702486,2020,C
343,Rodions Kurucs,Brooklyn Nets,1699236,2020,SF
344,Jonah Bolden,Phoenix Suns,1698450,2020,PF
345,Cheick Diallo,Phoenix Suns,1678854,2020,F
346,Dragan Bender,Golden State Warriors,1678854,2020,F
347,Willy Hernangomez,Charlotte Hornets,1676735,2020,C
348,Julyan Stone,Chicago Bulls,1656092,2020,G
349,MarShon Brooks,Chicago Bulls,1656092,2020,G
350,Josh Hart,New Orleans Pelicans,1655160,2020,SG
351,Treveon Graham,Atlanta Hawks,1645357,2020,F
352,Christian Wood,Detroit Pistons,1645357,2020,F
353,Jordan McRae,Detroit Pistons,1645357,2020,G
354,Derrick Jones Jr.,Miami Heat,1645357,2020,SF
355,Georges Niang,Utah Jazz,1645357,2020,SF
356,Shaquille Harrison,Chicago Bulls,1620564,2020,G
357,Isaiah Taylor,Toronto Raptors,1620564,2020,G
358,Trey Burke,Dallas Mavericks,1620564,2020,PG
359,Tyler Lydon,Sacramento Kings,1620564,2020,F
360,Emmanuel Mudiay,Utah Jazz,1620564,2020,G
361,Nerlens Noel,Oklahoma City Thunder,1620564,2020,C
362,Patrick Patterson,LA Clippers,1620564,2020,PF
363,Isaiah Thomas,Washington Wizards,1620564,2020,G
364,Kyle O'Quinn,Philadelphia 76ers,1620564,2020,C
365,Michael Carter-Williams,Orlando Magic,1620564,2020,G
366,Alec Burks,Philadelphia 76ers,1620564,2020,SG
367,Wilson Chandler,Brooklyn Nets,1620564,2020,F
368,Glenn Robinson III,Philadelphia 76ers,1620564,2020,F
369,Kyle Korver,Milwaukee Bucks,1620564,2020,G
370,Udonis Haslem,Miami Heat,1620564,2020,PF
371,Jared Dudley,Los Angeles Lakers,1620564,2020,SF
372,Dwight Howard,Los Angeles Lakers,1620564,2020,C
373,Furkan Korkmaz,Philadelphia 76ers,1620564,2020,SG
374,JaKarr Sampson,Indiana Pacers,1620564,2020,SF
375,Justin Patton,Oklahoma City Thunder,1620564,2020,C
376,Ryan Anderson,Houston Rockets,1620564,2020,PF
377,Thabo Sefolosha,Houston Rockets,1620564,2020,F
378,Gerald Green,Houston Rockets,1620564,2020,G
379,Tyson Chandler,Houston Rockets,1620564,2020,C
380,J.J. Barea,Dallas Mavericks,1620564,2020,G
381,Jarell Martin,Cleveland Cavaliers,1620564,2020,F
382,Raul Neto,Philadelphia 76ers,1620564,2020,PG
383,Tim Frazier,Detroit Pistons,1620564,2020,PG
384,Jordan Bell,Memphis Grizzlies,1620564,2020,F
385,Joe Johnson,Boston Celtics,1620564,2020,G
386,Vince Carter,Atlanta Hawks,1620564,2020,G
387,Frank Jackson,New Orleans Pelicans,1618520,2020,G
388,Abdel Nader,Oklahoma City Thunder,1618520,2020,SF
389,Royce O'Neale,Utah Jazz,1618520,2020,PF
390,Damyean Dotson,New York Knicks,1618520,2020,SG
391,Sterling Brown,Milwaukee Bucks,1618520,2020,SF
392,Semi Ojeleye,Boston Celtics,1618520,2020,PF
393,Dillon Brooks,Memphis Grizzlies,1618520,2020,SF
394,Wes Iwundu,Orlando Magic,1618420,2020,F
395,Dwight Buycks,Detroit Pistons,1600520,2020,G
396,Mitchell Robinson,New York Knicks,1599712,2020,C
397,Chris Boucher,Toronto Raptors,1588231,2020,PF
398,Malcolm Miller,Toronto Raptors,1588231,2020,F
399,Monte Morris,Denver Nuggets,1588231,2020,PG
400,Antonio Blakeney,Chicago Bulls,1588231,2020,G
401,Tyrone Wallace,Atlanta Hawks,1588231,2020,G
402,Malachi Richardson,Philadelphia 76ers,1569360,2020,G
403,Georgios Papagiannis,Portland Trail Blazers,1544951,2020,C
404,Chinanu Onuaku,Portland Trail Blazers,1544951,2020,C
405,Wade Baldwin IV,Indiana Pacers,1544951,2020,G
406,Isaiah Whitehead,Detroit Pistons,1544951,2020,G
407,Paul Zipser,Chicago Bulls,1544951,2020,F
408,Amile Jefferson,Orlando Magic,1529007,2020,F
409,Omri Casspi,Memphis Grizzlies,1512601,2020,F
410,Isaiah Canaan,Milwaukee Bucks,1512601,2020,G
411,Dwyane Wade,Miami Heat,1512601,2020,G
412,Nigel Williams-Goss,Utah Jazz,1500000,2020,G
413,Isaiah Roby,Oklahoma City Thunder,1500000,2020,PF
414,Alfonzo McKinnie,Cleveland Cavaliers,1500000,2020,F
415,Shake Milton,Philadelphia 76ers,1455697,2020,SG
416,Wenyen Gabriel,Portland Trail Blazers,1445697,2020,F
417,Brad Wanamaker,Boston Celtics,1445697,2020,PG
418,Thanasis Antetokounmpo,Milwaukee Bucks,1445697,2020,SF
419,Derrick Walton Jr.,Detroit Pistons,1445697,2020,G
420,Theo Pinson,Brooklyn Nets,1445697,2020,G
421,Iman Shumpert,Brooklyn Nets,1419138,2020,G
422,Gary Trent Jr.,Portland Trail Blazers,1416852,2020,SG
423,Bruce Brown,Detroit Pistons,1416852,2020,SF
424,Hamidou Diallo,Oklahoma City Thunder,1416852,2020,G
425,Kendrick Nunn,Miami Heat,1416852,2020,G
426,Melvin Frazier Jr.,Orlando Magic,1416852,2020,G
427,Kenrich Williams,New Orleans Pelicans,1416852,2020,SF
428,Alize Johnson,Indiana Pacers,1416852,2020,F
429,Devonte' Graham,Charlotte Hornets,1416852,2020,PG
430,Deonte Burton,Oklahoma City Thunder,1416852,2020,F
431,De'Anthony Melton,Memphis Grizzlies,1416852,2020,SG
432,Ryan Broekhoff,Dallas Mavericks,1416852,2020,G
433,Isaiah Hartenstein,Houston Rockets,1416852,2020,C
434,Jalen Brunson,Dallas Mavericks,1416852,2020,PG
435,Elie Okobo,Phoenix Suns,1416852,2020,G
436,Keita Bates-Diop,Denver Nuggets,1416852,2020,SF
437,Duncan Robinson,Miami Heat,1416852,2020,F
438,Jarred Vanderbilt,Minnesota Timberwolves,1416852,2020,PF
439,Jemerrio Jones,Los Angeles Lakers,1416852,2020,F
440,Khyri Thomas,Detroit Pistons,1416852,2020,SG
441,Chimezie Metu,San Antonio Spurs,1416852,2020,PF
442,Jevon Carter,Phoenix Suns,1416852,2020,PG
443,Dairis Bertans,New Orleans Pelicans,1416852,2020,G
444,Yante Maten,Boston Celtics,1416852,2020,F
445,Svi Mykhailiuk,Detroit Pistons,1416852,2020,SG
446,Isaac Bonga,Washington Wizards,1416842,2020,G
447,Tarik Phillip,Washington Wizards,1416842,2020,G
448,Jaylen Nowell,Minnesota Timberwolves,1400000,2020,G
449,Bruno Fernando,Atlanta Hawks,1400000,2020,F
450,Dakari Johnson,Memphis Grizzlies,1378242,2020,C
451,Kyle Collinsworth,Utah Jazz,1378242,2020,G
452,Jaylen Morris,San Antonio Spurs,1378242,2020,F
453,Brandon Paul,San Antonio Spurs,1378242,2020,G
454,Rodney Purvis,Miami Heat,1378242,2020,G
455,David Stockton,Los Angeles Lakers,1378242,2020,G
456,Zhou Qi,Houston Rockets,1378242,2020,C
457,Aaron Jackson,Houston Rockets,1378242,2020,F
458,Ike Anigbogu,New Orleans Pelicans,1378242,2020,C
459,Carmelo Anthony,Portland Trail Blazers,1364204,2020,PF
460,Jabari Bird,Atlanta Hawks,1349464,2020,G
461,Ben Moore,San Antonio Spurs,1349383,2020,F
462,James Nunnally,New Orleans Pelicans,1349383,2020,SF
463,Kevin Porter Jr.,Cleveland Cavaliers,1290960,2020,G
464,Carsen Edwards,Boston Celtics,1228026,2020,PG
465,Cody Martin,Charlotte Hornets,1173310,2020,SF
