RK,NAME,TEAM,SALARY,YEAR,Pos
1,LeBron James,Cleveland Cavaliers,30963450,2017,SF
2,Kevin Durant,Golden State Warriors,26540100,2017,PF
3,Mike Conley,Memphis Grizzlies,26540100,2017,PG
4,James Harden,Houston Rockets,26540100,2017,SG
5,Russell Westbrook,Oklahoma City Thunder,26540100,2017,PG
6,DeMar DeRozan,Toronto Raptors,26540100,2017,SF
7,Al Horford,Boston Celtics,26540100,2017,C
8,Dirk Nowitzki,Dallas Mavericks,25000000,2017,F
9,Carmelo Anthony,New York Knicks,24559380,2017,PF
10,Damian Lillard,Portland Trail Blazers,24328425,2017,PG
11,Chris Bosh,Miami Heat,23741060,2017,PF
12,Dwyane Wade,Chicago Bulls,23200000,2017,G
13,Dwight Howard,Atlanta Hawks,23180275,2017,C
14,Chris Paul,LA Clippers,22868827,2017,PG
15,Hassan Whiteside,Miami Heat,22116750,2017,C
16,Harrison Barnes,Dallas Mavericks,22116750,2017,SF
17,Bradley Beal,Washington Wizards,22116750,2017,SG
18,Anthony Davis,New Orleans Pelicans,22116750,2017,PF
19,Andre Drummond,Detroit Pistons,22116750,2017,C
20,Chandler Parsons,Memphis Grizzlies,22116750,2017,SF
21,Derrick Rose,New York Knicks,21323252,2017,PG
22,Marc Gasol,Memphis Grizzlies,21165675,2017,C
23,Brook Lopez,Brooklyn Nets,21165675,2017,C
24,Kevin Love,Cleveland Cavaliers,21165675,2017,PF
25,DeAndre Jordan,LA Clippers,21165675,2017,C
26,Nicolas Batum,Charlotte Hornets,20869566,2017,PF
27,LaMarcus Aldridge,San Antonio Spurs,20575005,2017,C
28,Blake Griffin,LA Clippers,20140839,2017,PF
29,Paul Millsap,Atlanta Hawks,20072033,2017,PF
30,Ryan Anderson,Houston Rockets,18735364,2017,PF
31,Allen Crabbe,Portland Trail Blazers,18500000,2017,G
32,Paul George,Indiana Pacers,18314532,2017,F
33,Luol Deng,Los Angeles Lakers,18000000,2017,F
34,Kawhi Leonard,San Antonio Spurs,17638063,2017,SF
35,Kyrie Irving,Cleveland Cavaliers,17638063,2017,PG
36,Jimmy Butler,Chicago Bulls,17552209,2017,SF
37,Tobias Harris,Detroit Pistons,17200000,2017,F
38,Greg Monroe,Milwaukee Bucks,17145838,2017,C
39,Enes Freedom,Oklahoma City Thunder,17145838,2017,C
40,Wesley Matthews,Dallas Mavericks,17145838,2017,SG
41,Bismack Biyombo,Orlando Magic,17000000,2017,C
42,Joakim Noah,New York Knicks,17000000,2017,C
43,Evan Fournier,Orlando Magic,17000000,2017,SG
44,John Wall,Washington Wizards,16957900,2017,PG
45,DeMarcus Cousins,New Orleans Pelicans,16957900,2017,C
46,Klay Thompson,Golden State Warriors,16663575,2017,SG
47,Evan Turner,Portland Trail Blazers,16393443,2017,G
48,Gordon Hayward,Utah Jazz,16073140,2017,SF
49,Timofey Mozgov,Los Angeles Lakers,16000000,2017,C
50,Ian Mahinmi,Washington Wizards,15944154,2017,C
51,Goran Dragic,Miami Heat,15891725,2017,PG
52,Kent Bazemore,Atlanta Hawks,15730338,2017,SF
