RK,NAME,TEAM,SALARY,YEAR,Pos
1,Stephen Curry,Golden State Warriors,37457154,2019,PG
2,LeBron James,Los Angeles Lakers,35654150,2019,SF
3,Russell Westbrook,Oklahoma City Thunder,35654150,2019,PG
4,Chris Paul,Houston Rockets,35654150,2019,PG
5,Blake Griffin,Detroit Pistons,32088932,2019,PF
6,Gordon Hayward,Boston Celtics,31214295,2019,SF
7,Kyle Lowry,Toronto Raptors,31200000,2019,PG
8,Paul George,Oklahoma City Thunder,30560700,2019,F
9,Mike Conley,Memphis Grizzlies,30521115,2019,PG
10,James Harden,Houston Rockets,30421854,2019,SG
11,Kevin Durant,Golden State Warriors,30000000,2019,PF
12,Paul Millsap,Denver Nuggets,29230769,2019,PF
13,Al Horford,Boston Celtics,28928709,2019,C
14,Damian Lillard,Portland Trail Blazers,27977689,2019,PG
15,DeMar DeRozan,San Antonio Spurs,27739975,2019,SF
16,Otto Porter Jr.,Chicago Bulls,26011913,2019,SF
17,Jrue Holiday,New Orleans Pelicans,25976111,2019,PG
18,CJ McCollum,Portland Trail Blazers,25759766,2019,SG
19,Joel Embiid,Philadelphia 76ers,25467250,2019,C
20,Andrew Wiggins,Minnesota Timberwolves,25467250,2019,SF
21,Bradley Beal,Washington Wizards,25434263,2019,SG
22,Anthony Davis,New Orleans Pelicans,25434263,2019,PF
23,Andre Drummond,Detroit Pistons,25434263,2019,C
24,Hassan Whiteside,Miami Heat,25434262,2019,C
25,Nikola Jokic,Denver Nuggets,24605181,2019,C
26,Giannis Antetokounmpo,Milwaukee Bucks,24157303,2019,PF
27,Steven Adams,Oklahoma City Thunder,24157303,2019,C
28,Marc Gasol,Toronto Raptors,24119025,2019,C
29,Kevin Love,Cleveland Cavaliers,24119025,2019,PF
30,Harrison Barnes,Sacramento Kings,24107258,2019,SF
31,Chandler Parsons,Memphis Grizzlies,24107258,2019,SF
32,Nicolas Batum,Charlotte Hornets,24000000,2019,PF
33,Rudy Gobert,Utah Jazz,23241573,2019,C
34,Kawhi Leonard,Toronto Raptors,23114067,2019,SF
35,DeAndre Jordan,New York Knicks,22897200,2019,C
36,LaMarcus Aldridge,San Antonio Spurs,22347015,2019,C
37,Serge Ibaka,Toronto Raptors,21666667,2019,F
38,Aaron Gordon,Orlando Magic,21590909,2019,PF
39,Danilo Gallinari,LA Clippers,21587579,2019,PF
40,Victor Oladipo,Indiana Pacers,21000000,2019,SG
41,Jimmy Butler,Philadelphia 76ers,20445779,2019,SF
42,Ryan Anderson,Miami Heat,20421546,2019,PF
43,Kyrie Irving,Boston Celtics,20099189,2019,PG
44,Jabari Parker,Washington Wizards,20000000,2019,PF
45,Zach LaVine,Chicago Bulls,19500000,2019,SG
46,Tyler Johnson,Phoenix Suns,19356932,2019,G
47,Tim Hardaway Jr.,Dallas Mavericks,19200127,2019,SF
48,John Wall,Washington Wizards,19169800,2019,PG
49,Jeff Teague,Minnesota Timberwolves,19000000,2019,PG
50,George Hill,Milwaukee Bucks,19000000,2019,PG
51,Klay Thompson,Golden State Warriors,18988725,2019,SG
52,Allen Crabbe,Brooklyn Nets,18500000,2019,G
53,Goran Dragic,Miami Heat,18109175,2019,PG
54,Kent Bazemore,Atlanta Hawks,18089887,2019,SF
55,Evan Turner,Portland Trail Blazers,17868853,2019,G
56,Draymond Green,Golden State Warriors,17469565,2019,PF
57,Tristan Thompson,Cleveland Cavaliers,17469565,2019,C
58,Evan Fournier,Orlando Magic,17150000,2019,SG
59,Reggie Jackson,Detroit Pistons,17043478,2019,PG
60,Bismack Biyombo,Charlotte Hornets,17000000,2019,C
61,Derrick Favors,Utah Jazz,16900000,2019,F
62,Jonas Valanciunas,Memphis Grizzlies,16539326,2019,C
63,Gary Harris,Denver Nuggets,16517857,2019,SG
64,Timofey Mozgov,Orlando Magic,16000000,2019,C
65,Andre Iguodala,Golden State Warriors,16000000,2019,F
66,Ian Mahinmi,Washington Wizards,15944154,2019,C
67,Dennis Schroder,Oklahoma City Thunder,15500000,2019,PG
68,DeMarre Carroll,Brooklyn Nets,15400000,2019,F
69,Gorgui Dieng,Minnesota Timberwolves,15170787,2019,C
70,Eric Bledsoe,Milwaukee Bucks,15000000,2019,SG
71,Trevor Ariza,Washington Wizards,15000000,2019,SF
72,Ricky Rubio,Utah Jazz,14975000,2019,PG
73,Tobias Harris,Philadelphia 76ers,14800000,2019,F
74,JR Smith,Cleveland Cavaliers,14720000,2019,G
75,Luke Babbitt,Miami Heat,14651700,2019,F
76,James Johnson,Miami Heat,14651700,2019,PF
77,Brandon Knight,Cleveland Cavaliers,14631250,2019,PG
78,Robin Lopez,Chicago Bulls,14357750,2019,C
79,Marvin Williams,Charlotte Hornets,14087500,2019,F
80,Taj Gibson,Minnesota Timberwolves,14000000,2019,F
81,Thaddeus Young,Indiana Pacers,13964045,2019,F
82,Clint Capela,Houston Rockets,13793104,2019,C
83,Marcin Gortat,LA Clippers,13565218,2019,C
84,Cody Zeller,Charlotte Hornets,13528090,2019,C
85,Eric Gordon,Houston Rockets,13500375,2019,SG
86,Joe Ingles,Utah Jazz,13045455,2019,SG
87,Michael Kidd-Gilchrist,Charlotte Hornets,13000000,2019,F
88,Khris Middleton,Milwaukee Bucks,13000000,2019,SF
89,Mason Plumlee,Denver Nuggets,12917808,2019,C
90,Wilson Chandler,LA Clippers,12800562,2019,F
91,Nikola Vucevic,Orlando Magic,12750000,2019,C
92,Kelly Olynyk,Miami Heat,12537527,2019,PF
93,Miles Plumlee,Atlanta Hawks,12500000,2019,C
94,Jordan Clarkson,Cleveland Cavaliers,12500000,2019,PG
95,Nikola Mirotic,Milwaukee Bucks,12500000,2019,F
96,Tyreke Evans,Indiana Pacers,12400000,2019,G
97,Courtney Lee,Dallas Mavericks,12253780,2019,G
98,Solomon Hill,New Orleans Pelicans,12252928,2019,SF
99,JJ Redick,Philadelphia 76ers,12250000,2019,SG
100,Avery Bradley,Memphis Grizzlies,12000000,2019,PG
101,Kentavious Caldwell-Pope,Los Angeles Lakers,12000000,2019,SG
102,Kemba Walker,Charlotte Hornets,12000000,2019,PG
103,Will Barton,Denver Nuggets,11830358,2019,G
104,T.J. Warren,Phoenix Suns,11750000,2019,SF
105,Zach Randolph,Dallas Mavericks,11692308,2019,F
106,Marcus Smart,Boston Celtics,11660716,2019,PG
107,Patty Mills,San Antonio Spurs,11571429,2019,PG
108,Dion Waiters,Miami Heat,11550000,2019,G
109,Alec Burks,Sacramento Kings,11536515,2019,SG
110,John Henson,Milwaukee Bucks,11327466,2019,F
111,Omer Asik,Chicago Bulls,11286516,2019,C
112,Jusuf Nurkic,Portland Trail Blazers,11111111,2019,C
113,Iman Shumpert,Houston Rockets,11011234,2019,G
114,Maurice Harkless,Portland Trail Blazers,10837079,2019,SF
115,Tony Snell,Milwaukee Bucks,10807143,2019,SF
116,Meyers Leonard,Portland Trail Blazers,10595506,2019,C
117,Terrence Ross,Orlando Magic,10500000,2019,G
118,Bojan Bogdanovic,Indiana Pacers,10500000,2019,SF
119,Robert Covington,Minnesota Timberwolves,10464092,2019,PF
120,Rudy Gay,San Antonio Spurs,10087200,2019,SF
121,Jon Leuer,Detroit Pistons,10002681,2019,F
122,Danny Green,Toronto Raptors,10000000,2019,F
123,Andre Roberson,Brooklyn Nets,10000000,2019,F
124,Darren Collison,Indiana Pacers,10000000,2019,PG
125,Dwight Powell,Dallas Mavericks,9631250,2019,C
126,Matthew Dellavedova,Cleveland Cavaliers,9607500,2019,PG
127,Dante Exum,Utah Jazz,9600000,2019,G
128,Jared Dudley,Brooklyn Nets,9530000,2019,SF
129,Josh Richardson,Miami Heat,9367200,2019,SG
130,Norman Powell,Toronto Raptors,9367200,2019,G
131,Rajon Rondo,Los Angeles Lakers,9000000,2019,PG
132,Bogdan Bogdanovic,Sacramento Kings,9000000,2019,SG
133,E'Twaun Moore,New Orleans Pelicans,8808685,2019,G
134,Cristiano Felicio,Chicago Bulls,8740980,2019,PF
135,Kosta Koufos,Sacramento Kings,8739500,2019,C
136,Jerami Grant,Oklahoma City Thunder,8653847,2019,SF
137,Fred VanVleet,Toronto Raptors,8653847,2019,PG
138,Julius Randle,New Orleans Pelicans,8641000,2019,PF
139,Kyle Anderson,Memphis Grizzlies,8641000,2019,SF
140,Jerryd Bayless,Minnesota Timberwolves,8575916,2019,G
141,Markelle Fultz,Philadelphia 76ers,8339880,2019,PG
142,Joe Harris,Brooklyn Nets,8333333,2019,SF
143,CJ Miles,Memphis Grizzlies,8333333,2019,G
144,Shaun Livingston,Golden State Warriors,8307692,2019,G
145,Deandre Ayton,Phoenix Suns,8165160,2019,C
146,Garrett Temple,LA Clippers,8000000,2019,SF
147,Lou Williams,LA Clippers,8000000,2019,SG
148,P.J. Tucker,Houston Rockets,7969537,2019,PF
149,Cory Joseph,Indiana Pacers,7945000,2019,PG
150,Karl-Anthony Towns,Minnesota Timberwolves,7839435,2019,C
151,JaMychal Green,LA Clippers,7666667,2019,F
152,Kyle Korver,Utah Jazz,7560000,2019,G
153,Jeremy Lamb,Charlotte Hornets,7488372,2019,SG
154,Darrell Arthur,Phoenix Suns,7464912,2019,F
155,Lonzo Ball,Los Angeles Lakers,7461960,2019,PG
156,Doug McDermott,Indiana Pacers,7333333,2019,SF
157,Jae Crowder,Utah Jazz,7305825,2019,PF
158,Marvin Bagley III,Sacramento Kings,7305600,2019,PF
