RK,NAME,TEAM,SALARY,YEAR,Pos
1,Kobe Bryant,Los Angeles Lakers,30453805,2013,SF
2,Dirk Nowitzki,Dallas Mavericks,20907128,2013,F
3,Amar'e Stoudemire,New York Knicks,19948799,2013,C
4,Joe Johnson,Brooklyn Nets,19752645,2013,G
5,Carmelo Anthony,New York Knicks,19444503,2013,PF
6,Pau Gasol,Los Angeles Lakers,19285850,2013,PF
7,Chris Bosh,Miami Heat,19067500,2013,PF
8,LeBron James,Miami Heat,19067500,2013,SF
9,Dwyane Wade,Miami Heat,18673000,2013,G
10,Chris Paul,LA Clippers,18668431,2013,PG
11,Kevin Durant,Oklahoma City Thunder,17832626,2013,PF
12,Derrick Rose,Chicago Bulls,17632688,2013,PG
13,Deron Williams,Brooklyn Nets,17177795,2013,PG
14,Andrew Bynum,Philadelphia 76ers,16889000,2013,C
15,Paul Pierce,Boston Celtics,16790345,2013,SF
16,Zach Randolph,Memphis Grizzlies,16500000,2013,F
17,Rudy Gay,Toronto Raptors,16460538,2013,SF
18,Carlos Boozer,Chicago Bulls,15300000,2013,PF
19,Andre Iguodala,Denver Nuggets,14968250,2013,F
20,Russell Westbrook,Oklahoma City Thunder,14693906,2013,PG
21,Emeka Okafor,Washington Wizards,14487500,2013,C
22,Luol Deng,Chicago Bulls,14275000,2013,F
23,Manu Ginobili,San Antonio Spurs,14107492,2013,G
24,Marc Gasol,Memphis Grizzlies,13891359,2013,C
25,Blake Griffin,LA Clippers,13701250,2013,PF
26,Eric Gordon,New Orleans Hornets,13668750,2013,SG
27,Brook Lopez,Brooklyn Nets,13668750,2013,C
28,Kevin Love,Minnesota Timberwolves,13668750,2013,PF
29,Roy Hibbert,Indiana Pacers,13668750,2013,C
30,Tyson Chandler,New York Knicks,13604188,2013,C
31,LaMarcus Aldridge,Portland Trail Blazers,13500000,2013,C
32,Al Jefferson,Utah Jazz,13500000,2013,C
33,Ben Gordon,Charlotte Bobcats,13200000,2013,SG
34,Josh Smith,Atlanta Hawks,13200000,2013,PF
35,Danny Granger,Indiana Pacers,13058606,2013,SF
36,Andrew Bogut,Golden State Warriors,13000000,2013,C
37,Nene Hilario,Washington Wizards,13000000,2013,C
38,David Lee,Golden State Warriors,12744000,2013,PF
39,Tony Parker,San Antonio Spurs,12500000,2013,G
40,Kevin Martin,Oklahoma City Thunder,12439675,2013,SG
41,Serge Ibaka,Oklahoma City Thunder,12350000,2013,F
42,Kris Humphries,Brooklyn Nets,12000000,2013,PF
43,Hedo Turkoglu,Orlando Magic,12000000,2013,SF
44,Al Horford,Atlanta Hawks,12000000,2013,C
45,Kevin Garnett,Boston Celtics,11566265,2013,PF
46,Joakim Noah,Chicago Bulls,11100000,2013,C
47,Jose Calderon,Detroit Pistons,11046591,2013,G
48,Monta Ellis,Milwaukee Bucks,11000000,2013,SG
49,Rajon Rondo,Boston Celtics,11000000,2013,PG
50,DeAndre Jordan,LA Clippers,10986550,2013,C
51,Corey Maggette,Detroit Pistons,10924138,2013,SF
52,Mehmet Okur,Brooklyn Nets,10890000,2013,C
53,Nicolas Batum,Portland Trail Blazers,10850000,2013,PF
54,Richard Jefferson,Golden State Warriors,10164000,2013,F
55,Stephen Jackson,San Antonio Spurs,10059750,2013,SF
